"","importance","Ens_id","description","Category"
"ENSG00000143126",4.41600150306071,"CELSR2","cadherin EGF LAG seven-pass G-type receptor 2 [Source:HGNC Symbol;Acc:HGNC:3231]","Small"
"ENSG00000223508",4.30998533458955,"RPL23AP53","ribosomal protein L23a pseudogene 53 [Source:HGNC Symbol;Acc:HGNC:35921]","Small"
"ENSG00000112303",4.27858863583535,"VNN2","vanin 2 [Source:HGNC Symbol;Acc:HGNC:12706]","Small"
"ENSG00000050327",4.2134088013404,"ARHGEF5","Rho guanine nucleotide exchange factor 5 [Source:HGNC Symbol;Acc:HGNC:13209]","Small"
"ENSG00000244682",4.11982832206269,"FCGR2C","Fc gamma receptor IIc (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15626]","Small"
"ENSG00000026508",4.08764165524277,"CD44","CD44 molecule (Indian blood group) [Source:HGNC Symbol;Acc:HGNC:1681]","Small"
"ENSG00000004939",4.06135445006656,"SLC4A1","solute carrier family 4 member 1 (Diego blood group) [Source:HGNC Symbol;Acc:HGNC:11027]","Small"
"ENSG00000162849",3.97971391552159,"KIF26B","kinesin family member 26B [Source:HGNC Symbol;Acc:HGNC:25484]","Small"
"ENSG00000166501",3.96445971302999,"PRKCB","protein kinase C beta [Source:HGNC Symbol;Acc:HGNC:9395]","Small"
"ENSG00000150764",3.91011627430311,"DIXDC1","DIX domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23695]","Small"
"ENSG00000204520",3.88268140571252,"MICA","MHC class I polypeptide-related sequence A [Source:HGNC Symbol;Acc:HGNC:7090]","Small"
"ENSG00000066279",3.87236007015138,"ASPM","assembly factor for spindle microtubules [Source:HGNC Symbol;Acc:HGNC:19048]","Small"
"ENSG00000063438",3.81313706494908,"AHRR","aryl hydrocarbon receptor repressor [Source:HGNC Symbol;Acc:HGNC:346]","Small"
"ENSG00000182487",3.80678353087012,"NCF1B","neutrophil cytosolic factor 1B pseudogene [Source:HGNC Symbol;Acc:HGNC:32522]","Small"
"ENSG00000214826",3.77185770149093,"DDX12P","DEAD/H-box helicase 12, pseudogene [Source:HGNC Symbol;Acc:HGNC:2737]","Small"
"ENSG00000203747",3.76460617801645,"FCGR3A","Fc gamma receptor IIIa [Source:HGNC Symbol;Acc:HGNC:3619]","Small"
"ENSG00000225978",3.64878506039746,"HAR1A","highly accelerated region 1A [Source:HGNC Symbol;Acc:HGNC:33117]","Small"
"ENSG00000072694",3.5619636588827,"FCGR2B","Fc gamma receptor IIb [Source:HGNC Symbol;Acc:HGNC:3618]","Small"
"ENSG00000162733",3.5100968240959,"DDR2","discoidin domain receptor tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:2731]","Small"
"ENSG00000165113",3.48628322975133,"GKAP1","G kinase anchoring protein 1 [Source:HGNC Symbol;Acc:HGNC:17496]","Small"
"ENSG00000164821",3.45471891613704,"DEFA4","defensin alpha 4 [Source:HGNC Symbol;Acc:HGNC:2763]","Small"
"ENSG00000176771",3.2392850820192,"NCKAP5","NCK associated protein 5 [Source:HGNC Symbol;Acc:HGNC:29847]","Small"
"ENSG00000184922",3.22640820308444,"FMNL1","formin like 1 [Source:HGNC Symbol;Acc:HGNC:1212]","Small"
"ENSG00000154358",3.15546231699693,"OBSCN","obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF [Source:HGNC Symbol;Acc:HGNC:15719]","Small"
"ENSG00000204577",3.08146400058432,"LILRB3","leukocyte immunoglobulin like receptor B3 [Source:HGNC Symbol;Acc:HGNC:6607]","Small"
"ENSG00000130203",3.0429074869473,"APOE","apolipoprotein E [Source:HGNC Symbol;Acc:HGNC:613]","Small"
"ENSG00000188610",2.89257222955193,"FAM72B","family with sequence similarity 72 member B [Source:HGNC Symbol;Acc:HGNC:24805]","Small"
"ENSG00000102879",2.74640994711243,"CORO1A","coronin 1A [Source:HGNC Symbol;Acc:HGNC:2252]","Small"
"ENSG00000154016",2.68214186695196,"GRAP","GRB2 related adaptor protein [Source:HGNC Symbol;Acc:HGNC:4562]","Small"
"ENSG00000105750",2.67876928474151,"ZNF85","zinc finger protein 85 [Source:HGNC Symbol;Acc:HGNC:13160]","Small"
"ENSG00000164574",2.6786144897902,"GALNT10","polypeptide N-acetylgalactosaminyltransferase 10 [Source:HGNC Symbol;Acc:HGNC:19873]","Small"
"ENSG00000121621",2.6388439932477,"KIF18A","kinesin family member 18A [Source:HGNC Symbol;Acc:HGNC:29441]","Small"
"ENSG00000117650",2.62673583447829,"NEK2","NIMA related kinase 2 [Source:HGNC Symbol;Acc:HGNC:7745]","Small"
"ENSG00000189152",2.6255165837989,"GRAPL","GRB2 related adaptor protein like [Source:HGNC Symbol;Acc:HGNC:37240]","Small"
"ENSG00000105383",2.53082392071234,"CD33","CD33 molecule [Source:HGNC Symbol;Acc:HGNC:1659]","Small"
"ENSG00000116678",2.51498769704149,"LEPR","leptin receptor [Source:HGNC Symbol;Acc:HGNC:6554]","Small"
"ENSG00000150337",2.48514144203114,"FCGR1A","Fc gamma receptor Ia [Source:HGNC Symbol;Acc:HGNC:3613]","Small"
"ENSG00000115850",2.47984516170477,"LCT","lactase [Source:HGNC Symbol;Acc:HGNC:6530]","Small"
"ENSG00000145649",2.45820785728955,"GZMA","granzyme A [Source:HGNC Symbol;Acc:HGNC:4708]","Small"
"ENSG00000187372",2.4292400198067,"PCDHB13","protocadherin beta 13 [Source:HGNC Symbol;Acc:HGNC:8684]","Small"
"ENSG00000090339",2.36079015227965,"ICAM1","intercellular adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:5344]","Small"
"ENSG00000128408",2.31109848846527,"RIBC2","RIB43A domain with coiled-coils 2 [Source:HGNC Symbol;Acc:HGNC:13241]","Small"
"ENSG00000169635",2.29158585461297,"HIC2","HIC ZBTB transcriptional repressor 2 [Source:HGNC Symbol;Acc:HGNC:18595]","Small"
"ENSG00000181847",2.19127791112301,"TIGIT","T cell immunoreceptor with Ig and ITIM domains [Source:HGNC Symbol;Acc:HGNC:26838]","Small"
"ENSG00000185686",2.09788359334578,"PRAME","PRAME nuclear receptor transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:9336]","Small"
"ENSG00000146285",1.76664100114818,"SCML4","Scm polycomb group protein like 4 [Source:HGNC Symbol;Acc:HGNC:21397]","Small"
"ENSG00000198826",1.67751892468771,"ARHGAP11A","Rho GTPase activating protein 11A [Source:HGNC Symbol;Acc:HGNC:15783]","Small"
