SLC4A1,ALOX5,DDX11,NRXN3,CD44,KITLG,ASPM,STAG3,FCGR2B,GLI2,ARHGAP15,SPAG5,ICAM1,APOL1,CORO1A,CD33,ZNF85,NSUN5P2,BMPR1A,AREG,VNN2,KLHL24,VIPR1,LCT,LEPR,NEK2,PCDHB14,KIF18A,RIBC2,APOE,FXYD2,CELSR2,AFF3,GZMA,SCML4,NLGN4X,TMEM236,FCGR1A,DIXDC1,SEC24D,CD96,MSI2,GRAP,OBSCN,AGAP1,NCF1,DDR2,FCGR3B,KIF26B,EBF1,GALNT10,DEFA4,GKAP1,NCF1C,JAM3,PRKCB,AR,RNASE3,HIC2,MYO7B,GYPA,CD8B,CSPG4,NCKAP5,TIGIT,NCF1B,GTF2H2C,FMNL1,RGPD2,PRAME,PCDHB13,FAM72B,GRAPL,FAM72A,ZNF138,ARHGAP11A,FCGR3A,MICA,LILRB3,HCP5,SNORA12,DDX12P,FAM72D,RPL23AP53,HAR1A,ZNF492,FCGR2C,GYPB,ZNF850,Cell_type
1.4346908,1.9914876,1.7382671,0.88784796,2.6177914,0.006585827,2.2074146,1.7717379,0.29804194,-0.03189738,1.9959952,1.9392192,1.4858258,1.0336617,2.3940878,0.65519154,1.4620471,0.5285028,0.0760669,0.11866974,0.9474566,2.2027378,0.8161881,0.59029984,0.7913617,1.2360538,0.8546864,1.526876,0.36905548,0.35841432,0.060694553,1.565213,2.1056733,0.8988409,1.1481851,0.23925608,1.3324904,0.2377362,0.43882427,1.5433896,1.7668278,2.4757748,1.6392465,1.4712335,0.12945028,1.0209066,0.030034656,0.44103178,1.1981239,2.5018156,1.7125418,1.1274222,1.2663991,0.617476,0.19767371,2.6745286,0.030926019,0.51051885,1.4628896,1.5571212,0.5451871,0.40539432,0.40024787,0.17013052,0.46863776,0.77940845,0.53447646,2.1824658,0.27033317,0.9083109,0.74445224,0.6356443,0.61622167,0.7518392,1.5231107,1.8779095,1.3647512,0.9839492,0.6220266,1.9442539,0.15257981,1.2173953,0.46256503,0.84449553,0.56421834,0.331341,0.43702006,0.16073044,1.447424,B
1.2241772,2.1919603,1.7212229,0.86413556,2.6287446,-0.022526031,2.1529248,1.6604874,0.34648564,0.036864962,1.963884,1.9195522,1.533755,1.0996524,2.3671863,0.5969736,1.4840579,0.5766457,0.16420594,0.068298064,0.85021526,2.1996412,0.7587629,0.638348,0.80919564,1.2268881,0.8129649,1.4697102,0.36621827,0.40850794,0.09402389,1.5755972,2.1200738,0.94790894,1.0918827,-0.05552324,1.3647361,0.16858867,0.4639679,1.532513,1.5766737,2.4796748,1.6214659,1.4649389,0.26496053,0.9941253,0.030420804,0.43310556,1.1601852,2.5008206,1.6729594,1.1148614,1.2454724,0.7152701,0.26296496,2.6361964,-0.08949751,0.5068545,1.476209,1.3358448,0.6686855,0.30960992,0.29244873,0.21925643,0.4449852,0.7451565,0.5694797,2.2303813,0.15143427,0.9261031,0.7788481,0.62721527,0.66175413,0.7339011,1.5126361,1.868663,1.387257,0.9636215,0.5500079,2.0087523,0.16262826,1.2480035,0.5283563,0.8467599,0.4853583,0.30178282,0.40747765,0.14803462,1.402185,B
2.4565895,1.4921654,1.684748,0.5995786,1.4561639,0.004560096,2.030923,3.1385512,0.44739577,0.014792767,2.0624433,1.9841031,0.9676492,1.1873783,2.2554567,0.30430585,1.655206,1.2549776,0.21339239,0.14139703,0.5941442,2.2342658,0.7439323,0.39675927,0.8646437,1.2549379,0.19367157,1.3249416,0.79375196,0.19599709,0.19590728,1.4824319,2.0713332,0.5994828,2.289287,-0.030756855,0.72557044,0.11797488,0.17743209,1.165344,2.4194782,2.3808188,1.7967658,1.4634655,0.5826208,1.0909494,0.062630825,0.45058966,1.4846631,2.5790732,1.9481516,-0.031872015,1.2345952,1.0121453,0.29928818,2.7498913,-0.020709619,0.3149475,1.3408335,1.1822863,1.264294,0.8433599,-0.024693692,1.3053678,0.6107372,0.7798627,0.41121194,1.9649825,-0.00044498107,0.3297836,0.17577136,0.76089424,0.49236962,0.8386086,1.5531727,1.7451271,0.7948467,0.97496873,0.51099473,2.2539768,0.8511647,1.1502781,0.7859486,1.0089735,0.8369957,0.49015665,0.21088076,0.96946883,1.3261381,B
0.40079534,2.366133,1.7377709,0.5623266,1.8411148,-0.039076596,2.339431,2.1131272,0.41848937,-0.014483108,2.1084485,1.9514115,1.1217947,1.0133497,2.32435,0.346845,1.4954383,0.8899915,0.17248923,0.11984726,1.4395695,2.3099062,0.3218194,0.13626799,0.5177359,1.5675778,0.38597384,1.6568334,0.8696555,0.30064282,0.14381008,1.433792,2.475084,1.0182518,1.3242407,-0.069567464,0.43331873,0.33984038,0.71752906,1.4291936,1.1228598,2.6626577,1.7003185,1.4644015,0.2513799,1.667469,-0.0043685497,0.18836772,0.53241956,2.5745518,1.5129852,0.80046666,1.2482703,1.2872725,0.17495835,2.7696986,0.07785581,0.42721367,1.356231,1.3514466,0.19299676,0.6824397,0.12977813,0.79042435,0.86203307,1.287202,0.65294504,1.7292142,0.09220627,0.26268885,0.13665056,1.0302156,0.57550496,1.0734322,1.5743173,2.0250432,0.9635423,1.1767112,0.29519847,2.857887,0.20694584,1.2997116,0.77690405,0.9824344,0.28863287,1.1142296,0.25330004,0.064408794,1.2322841,B
0.4849682,2.4237566,1.7826921,0.19732162,1.7846973,0.006225055,2.4048333,1.952651,0.41019967,0.039837852,2.121795,1.9142741,1.2447327,1.0176638,2.2633326,0.4110274,1.5262533,0.8374498,0.1794697,-0.10603825,1.4093664,2.2695427,0.21261595,0.17212088,0.6511396,1.5842363,0.35721982,1.6606363,0.8617116,0.25190327,0.25318792,1.3935186,2.5032372,1.2166523,1.2649498,-0.053991877,0.47317398,0.17392546,0.8098598,1.3831314,1.1731024,2.6868238,1.6938229,1.6087158,0.17787535,1.5953509,0.010578135,0.24199972,0.47308868,2.610178,1.4274126,0.97187203,1.2209517,1.2437584,0.18622169,2.7587106,0.072076686,0.5814179,1.2934439,1.3254436,0.2787795,0.822798,0.026875919,0.64756036,0.7894774,1.3039702,0.5976321,1.7627085,0.043152507,0.37796795,0.30497804,1.040791,0.60099286,1.231656,1.6099626,2.013111,1.0390759,1.231994,0.2621775,2.5695043,0.17378893,1.2436942,0.7640543,0.9910079,0.41242537,1.1170793,0.19798201,-0.0034035263,1.3567655,B
0.53091383,2.357348,1.7886721,0.4192762,1.9332465,-0.017632915,2.3638062,1.988948,0.4093729,5.7377987e-05,2.1018324,1.9914235,1.118174,1.0409669,2.2784727,0.3453359,1.5143416,0.92519015,0.17280413,-0.073383786,1.2627196,2.3327966,0.34382063,0.16446722,0.6170215,1.5625663,0.3046556,1.7198467,0.87738156,0.33268696,0.15646432,1.4277447,2.486535,0.98491955,1.29877,0.1927275,0.46159106,0.2825567,0.6534258,1.3701167,1.13532,2.6666553,1.6817892,1.5080414,0.27716774,1.6503304,0.02140748,0.18163732,0.55895,2.589489,1.4828633,0.9363366,1.2356838,1.3106649,0.16418082,2.8319602,0.008505718,0.43057725,1.3217165,1.295943,0.1435851,0.68499637,0.04960922,0.6523415,0.7755709,1.1569,0.6013264,1.9042681,0.15676047,0.39045438,0.3408567,0.9979818,0.50537246,1.1960016,1.6461617,2.074114,1.1332732,1.2040017,0.34991887,2.5084496,0.1822285,1.2023779,0.76459104,0.9928188,0.32569113,1.003604,0.3704764,0.068899915,1.3554447,B
0.30659735,1.9998264,1.6245025,0.25844517,2.2482426,0.28050888,2.2189636,2.0159822,0.66207147,0.014094372,2.300854,1.9339471,1.0632446,1.4799755,2.3880866,0.42228574,1.4293412,0.8561784,0.53030896,0.24425253,1.2467147,2.1302648,0.5872422,0.1192368,1.1682414,1.593919,0.09001202,1.4901603,0.7137911,1.2806475,0.2438213,1.0408753,2.2391038,2.1142476,1.9105117,0.104267694,0.3188002,0.6334712,1.0502305,1.4503691,2.490918,2.528292,1.5331942,1.4522285,0.8110481,1.6429099,0.19600879,0.25213298,0.495719,2.268503,1.6380022,0.23082514,1.2893231,1.3109536,0.31985018,2.7376807,0.12885936,0.3001869,1.2538773,1.1593997,0.106903985,1.6946392,0.3461799,0.91954476,1.4984279,1.0717647,0.56662256,1.7577208,0.0026676331,0.63271266,0.17780912,1.0656028,0.2415223,1.2390015,1.6812241,2.103584,2.0584326,0.9453793,0.1750643,2.0981479,0.27581027,0.8818852,0.87121946,0.83164537,0.42026386,0.29494557,0.3783448,0.09559299,1.235961,B
2.5150006,1.5624003,1.6830772,0.70511544,1.5034368,0.00061111327,2.0367923,3.1441934,0.37653393,-0.016159153,2.0757504,2.0309117,0.9627259,1.2494233,2.2695143,0.3438237,1.6430752,1.2244165,0.1867118,0.18295029,0.6781635,2.1337638,0.72645056,0.38620013,0.8587935,1.2218466,0.22942646,1.3171221,0.776004,0.22913262,0.124657534,1.3076276,2.1390917,0.5385787,2.1962073,-0.040154956,0.7174341,0.18544373,0.28357613,1.1333969,2.3498685,2.4182649,1.7620778,1.3968673,0.49041873,1.0876106,0.017038072,0.46222192,1.283664,2.6203253,1.9234253,0.0034128614,1.22737,0.8762792,0.30580375,2.7585964,-0.010351359,0.46207193,1.3776579,1.2871951,1.2325149,0.8190005,-0.010312998,1.3767651,0.56935924,0.7855138,0.3733724,1.9973389,0.040198963,0.43094704,0.22214136,0.7507417,0.591325,0.87898654,1.5565525,1.6750201,0.8618365,1.0325469,0.51481247,2.3741698,0.89885527,1.1064678,0.8151963,0.99848825,0.9690361,0.66523385,0.18803188,1.0209222,1.2789161,B
2.4469066,1.6221017,1.748152,0.71986103,1.4459274,-0.01972082,2.037115,3.0029306,0.40486446,0.025609018,2.0293741,2.024542,0.9151109,1.1860054,2.2380161,0.31587973,1.6632853,1.1964526,0.22470103,0.13093138,0.52971995,2.1815114,0.82283694,0.34463537,0.8439053,1.2860216,0.22894467,1.340344,0.7815696,0.1540347,0.15907301,1.363996,2.1421652,0.5905912,2.2683544,-0.07458975,0.8761931,0.1573596,0.27253878,1.171418,2.2587621,2.4585211,1.7691602,1.374809,0.63702655,1.1039696,0.07592067,0.34554633,1.4794087,2.5241504,1.957485,0.06422658,1.2269835,1.0409839,0.32398406,2.741288,-0.026151523,0.37866706,1.3387024,1.5085433,1.2850475,0.82593083,0.0364447,1.3332908,0.48124665,0.86598593,0.41746688,1.9838139,0.021346314,0.40787858,0.2025375,0.7579662,0.6083423,0.754336,1.549816,1.7160344,0.8773671,0.9969751,0.4396976,2.3725622,0.87218684,1.1109647,0.81867355,0.93120563,0.93712294,0.5565642,0.15891519,0.9495298,1.3171208,B
0.619959,2.2836933,1.82296,0.46023777,1.8698032,0.017091075,2.393745,2.0386097,0.36627007,0.019230539,2.125794,1.9888642,1.1271327,1.0212376,2.354896,0.37923047,1.5315889,0.8696895,0.15940528,0.112441264,1.2053545,2.2974849,0.31052026,0.18430312,0.613697,1.5204777,0.35618347,1.6928958,0.869994,0.33245867,0.16387565,1.5020502,2.4519646,0.9463062,1.3426932,0.076254584,0.74139065,0.26667777,0.690466,1.4033196,1.2119648,2.6448994,1.6540331,1.5401162,0.35565716,1.6180894,0.031044194,0.12702826,0.5752428,2.608422,1.399732,0.9427694,1.2480433,1.1525278,0.11359779,2.7644765,0.084652565,0.39323947,1.3610138,1.34998,0.27820027,0.79310864,0.08879637,0.6726105,0.7429571,1.171448,0.5643024,1.8643544,0.21146858,0.381503,0.24809328,1.0182059,0.50559485,1.1281341,1.6166005,2.0711234,1.0956944,1.1726793,0.3482825,2.5072393,0.24426404,1.2442379,0.8284195,0.98018295,0.409742,1.0014898,0.27486098,0.09137885,1.3807665,B
0.93054736,1.7480578,1.8494123,0.7152045,2.5143473,0.054369625,2.4510534,1.5333734,0.22478877,0.053198937,2.1363924,2.084381,1.0065871,0.9439286,2.40849,0.17732891,1.5914359,0.98196286,0.0829739,0.010429942,0.39159468,2.650381,0.20574383,0.49906448,0.73802084,1.3363873,0.7123402,1.5962095,0.34715393,0.4707525,0.21801095,1.4730994,2.1627908,0.5835117,1.3242676,0.110863514,1.2706212,0.18743266,0.22526678,1.4378375,2.1843364,2.8417413,1.4067214,1.4979968,0.22884025,1.1255041,0.09767722,0.098543905,0.62491316,2.6095767,1.593626,0.66455996,1.2643805,0.78403497,0.2973814,2.7664244,0.08231093,0.47347167,1.458936,1.3225865,0.27871138,0.61904657,0.06806625,0.77148205,0.53727096,0.78820014,0.4225888,2.1151788,0.20335633,0.3385427,0.44603622,0.84696454,0.44305086,0.6308565,1.614197,2.0520825,1.015306,0.8448257,0.35581076,1.1446326,0.20843062,1.3393235,0.23697114,0.9334221,0.030988729,0.68165904,0.4125984,0.13645239,1.4056985,B
2.4363039,1.675491,1.7072449,0.5513898,1.5721071,0.008959683,1.9660391,3.0340145,0.40193778,-0.0448678,2.0326934,2.02542,1.0642864,1.17197,2.2913427,0.33125925,1.622956,1.1530733,0.21930082,0.09206184,0.75951517,2.1729257,0.7595724,0.3368946,0.89753646,1.2722646,0.27567798,1.2889488,0.7898501,0.31679937,0.07986828,1.2892118,2.116588,0.7796042,2.088307,-0.07974615,0.79715204,0.11593008,0.23170437,1.222801,2.4224796,2.4483602,1.7214375,1.3832623,0.508029,0.9964726,0.014951626,0.45970201,1.3696004,2.313042,1.9170065,0.06378199,1.1788958,0.8501887,0.14986417,2.6434886,-0.048263863,0.40780905,1.3296874,1.4930538,1.4534715,0.89812034,0.01873902,1.1986543,0.5994373,0.8297971,0.4226615,1.9107902,0.07304555,0.4555513,0.27359062,0.7361156,0.5514981,0.75324655,1.6252085,1.6668113,0.8713567,1.0199876,0.5295584,2.4913054,0.88753307,1.1570927,0.8304116,0.99977785,0.8289375,0.5765671,0.2638055,0.9879008,1.3119164,B
0.54264235,2.3639553,1.7747475,0.504632,1.8564408,0.009085914,2.3498251,1.9462422,0.38440076,0.022930792,2.103159,1.9461402,1.0883645,1.0257921,2.2976696,0.37289694,1.5069166,0.8734178,0.13215923,0.012992286,1.3978492,2.3388805,0.28470266,0.20002922,0.5817006,1.4811083,0.3287479,1.6553373,0.81953067,0.37740645,0.16449177,1.3939408,2.4467428,1.0362827,1.3848733,0.026380097,0.69442844,0.26031518,0.65137964,1.3802377,1.0688413,2.6561327,1.6839477,1.5160458,0.1184084,1.6197468,-0.008969059,0.24742901,0.6247271,2.543766,1.5153183,0.7363926,1.2280362,1.1983291,0.11317892,2.7871382,0.078306675,0.46526793,1.3065032,1.2770097,0.31524926,0.7591565,0.07228828,0.8050476,0.8241772,1.2053436,0.60489726,1.8457009,0.12201987,0.3118989,0.29515865,1.0143348,0.50412714,1.1604508,1.5636067,2.0498905,1.0375291,1.1719089,0.27868304,2.560793,0.22815457,1.2373148,0.8059087,0.9866525,0.308369,0.99808043,0.29755342,0.12612645,1.3422173,B
0.4525435,2.3864934,1.7322369,0.46443614,1.7827832,-0.012431702,2.4041147,2.0097322,0.4433339,-0.016721053,2.142411,1.9466252,1.2485653,1.0043658,2.3426666,0.36962906,1.5133624,0.89612776,0.19098622,0.10200887,1.4083846,2.321014,0.3600833,0.1134032,0.59881234,1.5498716,0.28218564,1.6986508,0.83656466,0.28577515,0.18859127,1.4364463,2.4190085,1.0885937,1.4032136,0.06308291,0.47301787,0.21529217,0.7111831,1.3232085,1.1036706,2.6274586,1.6836075,1.5103332,0.36714238,1.4553357,-0.0037266372,0.07127329,0.6065688,2.6972728,1.4910421,0.95030516,1.2072667,1.3438967,0.117365636,2.8252592,0.091711424,0.38912413,1.2980129,1.3401308,0.3060062,0.7139247,0.030126905,0.77722746,0.7917103,1.1516383,0.5922649,1.6942052,0.107482895,0.270167,0.26692298,1.0528259,0.4999542,1.1457605,1.5900753,2.0455656,1.1323875,1.2357441,0.26097554,2.6180928,0.2681869,1.2339445,0.84147155,1.0321009,0.3234386,1.0586544,0.33868155,0.09184702,1.3368576,B
