"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"28","Calcium Ion Binding (GO:0005509)","31/346",3.63169442125382e-06,0.000739775231391945,0,0,2.69264527359765,33.7275664222744,"ITGB1;SPARC;LRP1;C1R;PRF1;CIB1;CLU;THBS1;MYL12A;LOXL2;S100A16;MAN1C1;IDS;SDF4;SLIT2;SLC25A23;TGM2;ARSA;ANXA1;ANXA2;ANXA5;MYOF;NAALADL1;PLSCR3;CDH11;CALU;S100A6;ASTN2;MYL9;PAM;FBN1"
"29","Monoatomic Cation Transmembrane Transporter Activity (GO:0008324)","6/37",0.00196442835367856,0.0656855730761268,0,0,5.18779764579028,32.3332289173254,"SLC46A1;CALHM2;TRPC1;PIEZO2;TRPV2;CLU"
"30","Transforming Growth Factor Beta Binding (GO:0050431)","4/21",0.00623425296332591,0.128281743668437,0,0,6.2937908496732,31.9579598978156,"TGFBR3;LTBP2;ITGAV;THBS1"
"31","Threonine-Type Peptidase Activity (GO:0070003)","2/8",0.0316957216927109,0.311145047530492,0,0,8.89658356417359,30.7072126896809,"BACE1;GGT7"
"32","Tumor Necrosis Factor Receptor Activity (GO:0005031)","2/8",0.0316957216927109,0.311145047530492,0,0,8.89658356417359,30.7072126896809,"FAS;TNFRSF25"
"33","Protein Homodimerization Activity (GO:0042803)","48/662",4.14827232556231e-06,0.000739775231391945,0,0,2.15816356031841,26.7457295499131,"CEBPB;CAMK2D;CSF1;HM13;CBY1;ECE1;CST7;THBS1;FBLN5;TYMP;DPP4;EFEMP2;S100A16;NACC2;HSD17B1;PIP4K2A;FLNA;FYN;SLIT2;GBP2;GBP1;S100A11;S100A10;ACVR1;GBP5;GSTM3;NQO2;CADM1;RBPMS;GCH1;STAT1;GDF15;ZBTB38;ACTN1;APLP2;BNIP3;TPM1;TAP1;SLC39A13;HLA-G;MID2;NAALADL1;EXT1;CD4;S100A6;RDH5;MAP3K13;FGFR2"
"34","Alpha-Actinin Binding (GO:0051393)","4/23",0.0087114506669447,0.172615781733904,0,0,5.63070175438596,26.7070769321742,"PDLIM2;PALLD;SYNPO2;PDLIM5"
"35","Phosphatidylinositol-4,5-Bisphosphate Binding (GO:0005546)","9/73",0.00124391248222633,0.0568488817215698,0,0,3.77858391608392,25.2768130712527,"JPH2;ANXA2;TULP3;SNX21;PLEKHA4;LDLRAP1;PFN1;PLCD1;PFN2"
"36","ADP Transmembrane Transporter Activity (GO:0015217)","2/9",0.0397889609226789,0.311145047530492,0,0,7.62524732884844,24.5850614171911,"SLC25A23;SLC25A4"
"37","ATPase Activity, Coupled To Transmembrane Movement Of Ions, Rotational Mechanism (GO:0044769)","2/9",0.0397889609226789,0.311145047530492,0,0,7.62524732884844,24.5850614171911,"ATP6V0E1;ATP6V1C2"
"38","Tumor Necrosis Factor Receptor Binding (GO:0005164)","2/9",0.0397889609226789,0.311145047530492,0,0,7.62524732884844,24.5850614171911,"STAT1;TRAF1"
"39","Clathrin Heavy Chain Binding (GO:0032050)","2/9",0.0397889609226789,0.311145047530492,0,0,7.62524732884844,24.5850614171911,"LRP1;TOM1"
"40","Omega Peptidase Activity (GO:0008242)","2/9",0.0397889609226789,0.311145047530492,0,0,7.62524732884844,24.5850614171911,"BACE1;GGT7"
"41","Oxidoreductase Activity, Acting On NAD(P)H, Heme Protein As Acceptor (GO:0016653)","2/9",0.0397889609226789,0.311145047530492,0,0,7.62524732884844,24.5850614171911,"NQO1;CYB5R3"
"42","Proton-Transporting ATPase Activity, Rotational Mechanism (GO:0046961)","2/9",0.0397889609226789,0.311145047530492,0,0,7.62524732884844,24.5850614171911,"ATP6V0E1;ATP6V1C2"
"43","Pyrophosphate Hydrolysis-Driven Proton Transmembrane Transporter Activity (GO:0009678)","2/9",0.0397889609226789,0.311145047530492,0,0,7.62524732884844,24.5850614171911,"ATP6V0E1;ATP6V1C2"
"44","Chemorepellent Activity (GO:0045499)","4/24",0.0101598757506963,0.185983828734805,0,0,5.34888888888889,24.5477042717071,"SEMA5A;DPP4;SEMA4C;SEMA4F"
"45","Metal Ion Binding (GO:0046872)","39/521",1.62324334753234e-05,0.0021710879773245,0,0,2.21996547233243,24.4828875484466,"ITGB1;SPARC;LRP1;C1R;PRF1;PLOD3;CIB1;CLU;THBS1;MYL12A;LOXL2;S100A16;NUDT19;MAN1C1;IDS;SDF4;SLIT2;MAP3K6;SLC25A23;TGM2;ARSA;ANXA1;ANXA2;EYA2;IGFBP3;TREX1;ANXA5;MYOF;CDC42BPB;REXO2;NAALADL1;PLSCR3;CDH11;S100A6;CALU;ASTN2;MYL9;PAM;FBN1"
"46","Protease Binding (GO:0002020)","13/125",0.000607767970280353,0.0397145449420325,0,0,3.1285412899337,23.1690925944756,"ITGB1;ANXA2;RHBDD2;ITGA3;SLC2A13;FN1;THBS1;DPP4;COL1A1;CST3;COL1A2;ITGAV;TIMP1"
"47","FAD Binding (GO:0071949)","4/25",0.0117555555598659,0.185983828734805,0,0,5.09391534391534,22.634452876941,"NQO2;CYB5R3;QSOX1;PCYOX1"
"48","Phosphatidylinositol Bisphosphate Binding (GO:1902936)","10/93",0.00195926624907431,0.0656855730761268,0,0,3.23866896156053,20.1937009016662,"JPH2;ANXA2;TULP3;WIPI1;SNX21;PLEKHA4;LDLRAP1;PFN1;PLCD1;PFN2"
"49","ATP Transmembrane Transporter Activity (GO:0005347)","2/10",0.0485650239646157,0.335017123490954,0,0,6.67174515235457,20.1810395237816,"SLC25A23;SLC25A4"
"50","Transforming Growth Factor Beta Receptor Binding (GO:0005160)","3/18",0.0256951707855777,0.286394091047585,0,0,5.34285714285714,19.5626161036532,"TGFBR3;TGFB1;BAMBI"
"51","Aspartic-Type Endopeptidase Activity (GO:0004190)","3/18",0.0256951707855777,0.286394091047585,0,0,5.34285714285714,19.5626161036532,"BACE1;HM13;CTSD"
"52","Lipoprotein Particle Receptor Binding (GO:0070325)","4/27",0.0154081476400891,0.226935916316094,0,0,4.65048309178744,19.4058094888167,"LRP1;APBB1;LDLRAP1;CLU"
"53","Monoatomic Ion Channel Activity (GO:0005216)","5/37",0.0102396978594218,0.185983828734805,0,0,4.18202364394993,19.1598709234077,"CALHM2;TRPC1;PIEZO2;TRPV2;CLU"
"54","3'-5'-DNA Exonuclease Activity (GO:0008296)","2/11",0.0579640144476951,0.364810104087586,0,0,5.9301323484149,16.8886190255706,"TREX1;REXO2"
"55","Calcium-Activated Potassium Channel Activity (GO:0015269)","2/11",0.0579640144476951,0.364810104087586,0,0,5.9301323484149,16.8886190255706,"KCNMB1;KCNMA1"
"56","Death Receptor Activity (GO:0005035)","2/11",0.0579640144476951,0.364810104087586,0,0,5.9301323484149,16.8886190255706,"FAS;TNFRSF25"
"57","WW Domain Binding (GO:0050699)","3/20",0.0340380722001363,0.311145047530492,0,0,4.71379619809089,15.933930320092,"NDFIP1;PMEPA1;LITAF"
"58","Actinin Binding (GO:0042805)","3/20",0.0340380722001363,0.311145047530492,0,0,4.71379619809089,15.933930320092,"CSRP1;SYNPO2;PDLIM5"
"59","Pyridoxal Phosphate Binding (GO:0030170)","3/20",0.0340380722001363,0.311145047530492,0,0,4.71379619809089,15.933930320092,"PYGB;PSAT1;CTH"
"60","Ephrin Receptor Binding (GO:0046875)","3/21",0.0386720494168157,0.311145047530492,0,0,4.45168747110495,14.4797286213764,"SHC1;CHN1;FYN"
"61","DNA Exonuclease Activity, Producing 5'-Phosphomonoesters (GO:0016895)","2/12",0.067929467338804,0.374662526043919,0,0,5.33684210526316,14.3522913270231,"TREX1;REXO2"
"62","GTPase Inhibitor Activity (GO:0005095)","2/12",0.067929467338804,0.374662526043919,0,0,5.33684210526316,14.3522913270231,"GPS2;SLIT2"
"63","Hydrolase Activity, Acting On Carbon-Nitrogen (But Not Peptide) Bonds, In Cyclic Amides (GO:0016812)","2/12",0.067929467338804,0.374662526043919,0,0,5.33684210526316,14.3522913270231,"DPYSL4;DPYSL3"
"64","Intracellular Ligand-Gated Monoatomic Ion Channel Activity (GO:0005217)","2/12",0.067929467338804,0.374662526043919,0,0,5.33684210526316,14.3522913270231,"RASA3;TPCN1"
"65","Cell-Cell Adhesion Mediator Activity (GO:0098632)","5/43",0.0189530398631586,0.235811077367206,0,0,3.52060610497035,13.9619878133283,"KRT18;ANXA2;PALLD;PDLIM5;S100A11"
"66","Phosphatidylinositol Phosphate Binding (GO:1901981)","10/109",0.00618829691767163,0.128281743668437,0,0,2.71298418357242,13.795783296132,"ZFYVE28;JPH2;PLEKHF1;TOM1;SNX24;WIPI1;SNX21;PLEKHA4;SNX22;BBS5"
"67","Steroid Dehydrogenase Activity, Acting On The CH-OH Group Of Donors, NAD Or NADP As Acceptor (GO:0033764)","3/22",0.0436089813135012,0.320647751052713,0,0,4.21716913643332,13.2102492421399,"AKR1C1;HSD17B1;RDH5"
"68","Low-Density Lipoprotein Particle Receptor Binding (GO:0050750)","3/22",0.0436089813135012,0.320647751052713,0,0,4.21716913643332,13.2102492421399,"APBB1;LDLRAP1;CLU"
"69","Semaphorin Receptor Binding (GO:0030215)","3/22",0.0436089813135012,0.320647751052713,0,0,4.21716913643332,13.2102492421399,"SEMA5A;SEMA4C;SEMA4F"
"70","Protein Tyrosine Kinase Binding (GO:1990782)","8/85",0.011797606100374,0.185983828734805,0,0,2.78589566857723,12.3689829568946,"ITGB1;ACVR1;CD4;SHC1;CASS4;FLT3LG;CBLB;GAS6"
"71","Transmembrane Receptor Protein Tyrosine Kinase Adaptor Activity (GO:0005068)","2/13",0.078408179546043,0.407265786962456,0,0,4.85142281541173,12.3508833186271,"SHC1;TRADD"
"72","Phosphatidylinositol Phosphate Kinase Activity (GO:0016307)","2/13",0.078408179546043,0.407265786962456,0,0,4.85142281541173,12.3508833186271,"PIP4K2A;PIP4K2C"
"73","Transcription Coactivator Binding (GO:0001223)","4/34",0.0334158711637914,0.311145047530492,0,0,3.56407407407407,12.1133051886419,"STAT1;RORA;TEAD2;PPARD"
"74","Actin Monomer Binding (GO:0003785)","3/23",0.0488436180042887,0.335017123490954,0,0,4.00610263522885,12.0949508736663,"LIMA1;PFN1;PFN2"
"75","Lipoprotein Particle Binding (GO:0071813)","3/23",0.0488436180042887,0.335017123490954,0,0,4.00610263522885,12.0949508736663,"THBS1;PLTP;APOL2"
"76","Testosterone Dehydrogenase [NAD(P)] Activity (GO:0030283)","1/5",0.168376695167185,0.532437068710931,0,0,6.66390041493776,11.8720822898328,"HSD17B1"
"77","ATP-activated Inward Rectifier Potassium Channel Activity (GO:0015272)","1/5",0.168376695167185,0.532437068710931,0,0,6.66390041493776,11.8720822898328,"ABCC9"
"78","Uridylyltransferase Activity (GO:0070569)","1/5",0.168376695167185,0.532437068710931,0,0,6.66390041493776,11.8720822898328,"UAP1"
"79","N-acylsphingosine Amidohydrolase Activity (GO:0017040)","1/5",0.168376695167185,0.532437068710931,0,0,6.66390041493776,11.8720822898328,"NAAA"
"80","Acetylcholine Receptor Inhibitor Activity (GO:0030550)","1/5",0.168376695167185,0.532437068710931,0,0,6.66390041493776,11.8720822898328,"LY6E"
"81","Bile Acid:Sodium Symporter Activity (GO:0008508)","1/5",0.168376695167185,0.532437068710931,0,0,6.66390041493776,11.8720822898328,"SLC10A3"
"82","Chondroitin Sulfotransferase Activity (GO:0034481)","1/5",0.168376695167185,0.532437068710931,0,0,6.66390041493776,11.8720822898328,"CHST3"
"83","Ciliary Neurotrophic Factor Receptor Binding (GO:0005127)","1/5",0.168376695167185,0.532437068710931,0,0,6.66390041493776,11.8720822898328,"OSMR"
"84","Epinephrine Binding (GO:0051379)","1/5",0.168376695167185,0.532437068710931,0,0,6.66390041493776,11.8720822898328,"RNLS"
"85","Keratin Filament Binding (GO:1990254)","1/5",0.168376695167185,0.532437068710931,0,0,6.66390041493776,11.8720822898328,"VIM"
"86","Neurotrophin TRK Receptor Binding (GO:0005167)","1/5",0.168376695167185,0.532437068710931,0,0,6.66390041493776,11.8720822898328,"SHC1"
"87","Neurotrophin TRKA Receptor Binding (GO:0005168)","1/5",0.168376695167185,0.532437068710931,0,0,6.66390041493776,11.8720822898328,"SHC1"
"88","Phospholipase D Activity (GO:0004630)","1/5",0.168376695167185,0.532437068710931,0,0,6.66390041493776,11.8720822898328,"PLD3"
"89","Retinyl-Palmitate Esterase Activity (GO:0050253)","1/5",0.168376695167185,0.532437068710931,0,0,6.66390041493776,11.8720822898328,"PNPLA4"
"90","Cadherin Binding (GO:0045296)","22/319",0.00306608620147288,0.081938702600494,0,0,2.00263796560093,11.589973606426,"ACVR1;ITGB1;TES;ANXA1;ANXA2;STAT1;PARVA;ANK3;CNN2;LIMA1;TBC1D2;KRT18;BAG3;GIPC1;CDH11;FLNA;EPS8L2;FYN;PFN1;PDLIM5;S100A11;VCL"
"91","Notch Binding (GO:0005112)","3/24",0.0543698738299555,0.354730274378368,0,0,3.81513770556766,11.1094714270291,"GALNT11;SNED1;JAG1"
"92","Peptidase Activator Activity (GO:0016504)","3/24",0.0543698738299555,0.354730274378368,0,0,3.81513770556766,11.1094714270291,"CAV1;PCOLCE;TANK"
"93","Phosphatidylinositol-3,5-Bisphosphate Binding (GO:0080025)","3/24",0.0543698738299555,0.354730274378368,0,0,3.81513770556766,11.1094714270291,"JPH2;WIPI1;PLEKHA4"
"94","Protein Kinase C Binding (GO:0005080)","4/36",0.0401289874385121,0.311145047530492,0,0,3.34097222222222,10.743418464903,"DSP;ADCY4;ITGAV;PDLIM5"
"95","Translation Elongation Factor Activity (GO:0003746)","2/14",0.0893500482802696,0.426266718089157,0,0,4.44690674053555,10.7401402416265,"EIF5AL1;EIF5A2"
"96","Transmembrane-Ephrin Receptor Activity (GO:0005005)","2/14",0.0893500482802696,0.426266718089157,0,0,4.44690674053555,10.7401402416265,"EPHA1;EPHB2"
"97","Aldehyde Dehydrogenase (NAD+) Activity (GO:0004029)","2/14",0.0893500482802696,0.426266718089157,0,0,4.44690674053555,10.7401402416265,"ALDH1B1;ALDH1L2"
"98","Aldehyde Dehydrogenase [NAD(P)+] Activity (GO:0004030)","2/14",0.0893500482802696,0.426266718089157,0,0,4.44690674053555,10.7401402416265,"ALDH1B1;ALDH1L2"
"99","Aspartic-Type Peptidase Activity (GO:0070001)","2/14",0.0893500482802696,0.426266718089157,0,0,4.44690674053555,10.7401402416265,"BACE1;CTSD"
"100","Calcium-Dependent Cysteine-Type Endopeptidase Activity (GO:0004198)","2/14",0.0893500482802696,0.426266718089157,0,0,4.44690674053555,10.7401402416265,"CAPN12;CAPN2"
"101","Cytokine Receptor Activity (GO:0004896)","7/76",0.0199972904767146,0.243148872841871,0,0,2.71762375437107,10.6317748453814,"IL15RA;CD4;IL1R1;GFRA1;OSMR;IL18R1;CMKLR1"
"102","Epidermal Growth Factor Receptor Binding (GO:0005154)","3/25",0.0601809239698868,0.37007809567689,0,0,3.6415332240575,10.2341644429035,"ARF4;EFEMP1;SHC1"
"103","Peptidase Inhibitor Activity (GO:0030414)","4/37",0.0437519361249497,0.320647751052713,0,0,3.23956228956229,10.1373012057101,"CST3;TIMP1;CST7;THBS1"
"104","Transmembrane Receptor Protein Tyrosine Kinase Activity (GO:0004714)","5/50",0.0340031475208346,0.311145047530492,0,0,2.97187451707619,10.0488057966749,"EFEMP1;AXL;EPHA1;FGFRL1;FGFR2"
"105","Amyloid-Beta Binding (GO:0001540)","7/79",0.0241928971710104,0.28318726308446,0,0,2.6039826437316,9.69123229501885,"BACE1;CST3;LRP1;APBB1;EPHB2;LDLRAP1;CLU"
"106","Carboxypeptidase Activity (GO:0004180)","4/38",0.0475523600497099,0.335017123490954,0,0,3.14411764705882,9.57674295419757,"CTSA;CTSZ;CPA4;NAALADL1"
"107","NAD Binding (GO:0051287)","3/26",0.0662692941370319,0.374662526043919,0,0,3.48302478441778,9.45302896391199,"ALDH1B1;RNLS;NUDT6"
"108","Sulfuric Ester Hydrolase Activity (GO:0008484)","2/15",0.100707916828433,0.445278805811665,0,0,4.10462390794801,9.4222908674046,"IDS;ARSG"
"109","BMP Binding (GO:0036122)","2/15",0.100707916828433,0.445278805811665,0,0,4.10462390794801,9.4222908674046,"SCUBE3;NBL1"
"110","Transmembrane Receptor Protein Serine/Threonine Kinase Activity (GO:0004675)","2/15",0.100707916828433,0.445278805811665,0,0,4.10462390794801,9.4222908674046,"TGFBR3;ACVR2A"
"111","Ephrin Receptor Activity (GO:0005003)","2/15",0.100707916828433,0.445278805811665,0,0,4.10462390794801,9.4222908674046,"EPHA1;EPHB2"
"112","Tumor Necrosis Factor Receptor Superfamily Binding (GO:0032813)","3/27",0.0726269437652699,0.392478938529489,0,0,3.3377253814147,8.75291545751508,"STAT1;TMBIM1;TRAF1"
"113","Sphingosine-1-Phosphate Phosphatase Activity (GO:0042392)","1/6",0.198488945263812,0.532437068710931,0,0,5.33084370677732,8.62009086885652,"SGPP1"
"114","Symporter Activity (GO:0015293)","1/6",0.198488945263812,0.532437068710931,0,0,5.33084370677732,8.62009086885652,"SLC46A1"
"115","MHC Class II Protein Binding (GO:0042289)","1/6",0.198488945263812,0.532437068710931,0,0,5.33084370677732,8.62009086885652,"LAG3"
"116","MutLalpha Complex Binding (GO:0032405)","1/6",0.198488945263812,0.532437068710931,0,0,5.33084370677732,8.62009086885652,"TREX1"
"117","MutSalpha Complex Binding (GO:0032407)","1/6",0.198488945263812,0.532437068710931,0,0,5.33084370677732,8.62009086885652,"TREX1"
"118","N-acetylglucosamine 6-O-sulfotransferase Activity (GO:0001517)","1/6",0.198488945263812,0.532437068710931,0,0,5.33084370677732,8.62009086885652,"CHST3"
"119","Roundabout Binding (GO:0048495)","1/6",0.198488945263812,0.532437068710931,0,0,5.33084370677732,8.62009086885652,"SLIT2"
"120","Acid Phosphatase Activity (GO:0003993)","1/6",0.198488945263812,0.532437068710931,0,0,5.33084370677732,8.62009086885652,"ACP2"
"121","Ceramide Transfer Activity (GO:0120017)","1/6",0.198488945263812,0.532437068710931,0,0,5.33084370677732,8.62009086885652,"PLTP"
"122","Ether Hydrolase Activity (GO:0016803)","1/6",0.198488945263812,0.532437068710931,0,0,5.33084370677732,8.62009086885652,"EPHX1"
"123","Mannosyl-Oligosaccharide 1,2-Alpha-Mannosidase Activity (GO:0004571)","1/6",0.198488945263812,0.532437068710931,0,0,5.33084370677732,8.62009086885652,"MAN1C1"
"124","Mannosyl-Oligosaccharide Mannosidase Activity (GO:0015924)","1/6",0.198488945263812,0.532437068710931,0,0,5.33084370677732,8.62009086885652,"MAN1C1"
"125","Mitogen-Activated Protein Kinase Kinase Binding (GO:0031434)","1/6",0.198488945263812,0.532437068710931,0,0,5.33084370677732,8.62009086885652,"TRIB3"
"126","Morphogen Activity (GO:0016015)","1/6",0.198488945263812,0.532437068710931,0,0,5.33084370677732,8.62009086885652,"NBL1"
"127","Myosin Heavy Chain Binding (GO:0032036)","1/6",0.198488945263812,0.532437068710931,0,0,5.33084370677732,8.62009086885652,"SPTBN5"
"128","Oxidoreductase Activity, Acting On A Sulfur Group Of Donors, Oxygen As Acceptor (GO:0016670)","1/6",0.198488945263812,0.532437068710931,0,0,5.33084370677732,8.62009086885652,"PCYOX1"
"129","Patched Binding (GO:0005113)","1/6",0.198488945263812,0.532437068710931,0,0,5.33084370677732,8.62009086885652,"CAV1"
"130","Phosphatidic Acid Transfer Activity (GO:1990050)","1/6",0.198488945263812,0.532437068710931,0,0,5.33084370677732,8.62009086885652,"PLTP"
"131","Phosphatidylinositol 3-Kinase Regulatory Subunit Binding (GO:0036312)","1/6",0.198488945263812,0.532437068710931,0,0,5.33084370677732,8.62009086885652,"PTPN13"
"132","Serine-Type Exopeptidase Activity (GO:0070008)","1/6",0.198488945263812,0.532437068710931,0,0,5.33084370677732,8.62009086885652,"CTSA"
"133","Transcription Coregulator Binding (GO:0001221)","8/99",0.0271739554345645,0.29076132314984,0,0,2.35557738351034,8.49302550571029,"CREB3;SMARCD3;PER3;STAT1;RORA;NR1D1;TEAD2;PPARD"
"134","3',5'-Cyclic-Nucleotide Phosphodiesterase Activity (GO:0004114)","2/16",0.112437427410472,0.481232189316821,0,0,3.81123862287297,8.32892238795245,"PDE5A;PDE7B"
"135","Syntaxin-1 Binding (GO:0017075)","2/16",0.112437427410472,0.481232189316821,0,0,3.81123862287297,8.32892238795245,"SNPH;STXBP1"
"136","Low-Density Lipoprotein Particle Binding (GO:0030169)","2/16",0.112437427410472,0.481232189316821,0,0,3.81123862287297,8.32892238795245,"THBS1;PLTP"
"137","Phosphatidylinositol-5-Phosphate Binding (GO:0010314)","2/16",0.112437427410472,0.481232189316821,0,0,3.81123862287297,8.32892238795245,"PLEKHF1;TOM1"
"138","Cell Adhesion Mediator Activity (GO:0098631)","3/28",0.0792453429470251,0.407656331506331,0,0,3.20404993065187,8.12292863353369,"VCAM1;PALLD;NINJ1"
"139","Flavin Adenine Dinucleotide Binding (GO:0050660)","5/55",0.0482926539730536,0.335017123490954,0,0,2.6739916550765,8.10346705772489,"NQO2;CYB5R3;AIFM2;QSOX1;PCYOX1"
"140","Transcription Corepressor Binding (GO:0001222)","4/42",0.0645126627448246,0.374662526043919,0,0,2.8125730994152,7.70896403754738,"PER3;STAT1;RORA;NR1D1"
"141","Lipase Activity (GO:0016298)","4/42",0.0645126627448246,0.374662526043919,0,0,2.8125730994152,7.70896403754738,"LCAT;PNPLA4;PLBD2;CES1"
"142","Chemokine Binding (GO:0019956)","2/17",0.124496880758762,0.49804893183033,0,0,3.55697137580794,7.41085957680409,"ITGB1;ITGAV"
"143","Phosphatidylcholine Transporter Activity (GO:0008525)","2/17",0.124496880758762,0.49804893183033,0,0,3.55697137580794,7.41085957680409,"ATP8B1;PLTP"
"144","Monoatomic Cation Channel Activity (GO:0005261)","8/105",0.0367782901213497,0.311145047530492,0,0,2.209180441168,7.29658620816386,"CALHM2;ANXA2;TRPC1;PIEZO2;TRPV2;ABCC9;CLU;MCOLN2"
"145","Receptor Antagonist Activity (GO:0048019)","3/30",0.0932282462765243,0.43751852419246,0,0,2.96640468485129,7.03840183822008,"FST;IL18BP;DKK3"
"146","Phosphoric Diester Hydrolase Activity (GO:0008081)","4/44",0.0740274677261308,0.3960469523348,0,0,2.67166666666667,6.95520077977782,"SMPD1;PLCE1;GDPD5;PLD3"
