"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"23","Regulation Of Cell Cycle Checkpoint (GO:1901976)","7/11",2.90701824402128e-05,0.00146898744222628,0,0,15.1570807153214,158.32779686681,"BARD1;DEPDC1B;RAD51;RFWD3;BRCA1;BRCA2;WDR76"
"24","Positive Regulation Of Interleukin-2 Production (GO:0032743)","13/25",2.44560686769096e-07,5.3571662017525e-05,0,0,9.40604297947972,143.195739226354,"CD86;RUNX1;PNP;PTPRC;CLEC7A;IRF4;IL1B;PDE4B;PLCG2;CD28;SPTBN1;CARD11;CCR2"
"25","Negative Regulation Of Mitotic Metaphase/Anaphase Transition (GO:0045841)","14/28",1.58203836445082e-07,4.22496471857953e-05,0,0,8.68574199806014,136.013347830111,"USP44;BUB1B;TTK;ZWINT;CDC20;CENPF;NUF2;KNTC1;FBXO5;TRIP13;BUB1;SPC24;MAD2L1;SPC25"
"26","DNA Replication Initiation (GO:0006270)","11/21",1.92584056798225e-06,0.000258559627223939,0,0,9.54256658595642,125.581588827165,"POLA1;CDC45;ORC6;MCM7;ORC1;PRIM1;MCM3;MCM10;MCM5;TOPBP1;MCM2"
"27","B Cell Receptor Signaling Pathway (GO:0050853)","20/46",7.51006381599757e-09,6.25137712043637e-06,0,0,6.69634839868303,125.268735968326,"BLK;VAV3;MEF2C;SYK;NFAM1;CD79B;LAT2;CD79A;PTPRC;TEC;LCK;CD19;BLNK;PLCG2;BCL2;BTK;CD38;NCKAP1L;MNDA;MS4A1"
"28","Centromere Complex Assembly (GO:0034508)","8/14",2.24564310195072e-05,0.00129810647087762,0,0,11.5525467440361,123.657692394137,"CENPE;CENPF;CENPW;NASP;CENPI;HJURP;OIP5;DLGAP5"
"29","Regulation Of Mast Cell Degranulation (GO:0043304)","8/14",2.24564310195072e-05,0.00129810647087762,0,0,11.5525467440361,123.657692394137,"FGR;CD84;SYK;CD300A;FES;GAB2;LGALS9;UNC13D"
"30","V(D)J Recombination (GO:0033151)","7/12",6.34911943781892e-05,0.00253464828232568,0,0,12.1249879168681,117.183271382553,"LIG1;HMGB2;LIG4;HMGB1;TCF3;RAG2;RAG1"
"31","Cell Projection Assembly (GO:0030031)","7/12",6.34911943781892e-05,0.00253464828232568,0,0,12.1249879168681,117.183271382553,"CYFIP2;GSN;PARVG;PDGFA;RAC3;NCKAP1L;QRICH2"
"32","Regulation Of B Cell Proliferation (GO:0030888)","19/44",2.04366333473447e-08,9.60653581901656e-06,0,0,6.61314535731648,117.091933707575,"SASH3;IL10;VAV3;MEF2C;CD300A;FCRL3;IRS2;TNFRSF13C;IKZF3;PTPRC;TYROBP;BCL2;MZB1;CD38;NCKAP1L;MNDA;AMH;CD22;TNFRSF21"
"33","Hemostasis (GO:0007599)","4/6",0.00146126335546276,0.0259905046386154,0,0,17.2992277992278,112.937211287443,"NFE2;VWF;HPS4;FLI1"
"34","Lymphoid Progenitor Cell Differentiation (GO:0002320)","4/6",0.00146126335546276,0.0259905046386154,0,0,17.2992277992278,112.937211287443,"SPI1;FLT3;LIG4;SOX4"
"35","Positive Regulation Of Cell Killing (GO:0031343)","4/6",0.00146126335546276,0.0259905046386154,0,0,17.2992277992278,112.937211287443,"FCER2;MAPK8;NOS2;SYK"
"36","Regulation Of Inositol Phosphate Biosynthetic Process (GO:0010919)","4/6",0.00146126335546276,0.0259905046386154,0,0,17.2992277992278,112.937211287443,"PLEK;PTK2B;CD244;SNCA"
"37","Regulation Of Mitotic Cytokinesis (GO:1902412)","4/6",0.00146126335546276,0.0259905046386154,0,0,17.2992277992278,112.937211287443,"INCENP;BIRC5;CDCA8;AURKB"
"38","Kinetochore Organization (GO:0051383)","6/10",0.000180156301255134,0.00551331268988139,0,0,12.9855072463768,111.956962698944,"CENPE;CENPF;CENPW;CENPH;NUF2;DLGAP5"
"39","Oxygen Transport (GO:0015671)","6/10",0.000180156301255134,0.00551331268988139,0,0,12.9855072463768,111.956962698944,"HBG2;HBG1;HBB;HBA1;HBD;IPCEF1"
"40","Positive Regulation Of DNA-templated DNA Replication (GO:2000105)","6/10",0.000180156301255134,0.00551331268988139,0,0,12.9855072463768,111.956962698944,"CDT1;CDC7;DBF4B;INO80;E2F7;E2F8"
"41","Regulation Of Mitotic Sister Chromatid Separation (GO:0010965)","6/10",0.000180156301255134,0.00551331268988139,0,0,12.9855072463768,111.956962698944,"CCNB1;INCENP;USP44;BIRC5;CDCA8;AURKB"
"42","Positive Regulation Of Monocyte Chemotactic Protein-1 Production (GO:0071639)","5/8",0.000512869375704292,0.0122716334844039,0,0,14.4221793014647,109.255066040575,"CD84;SYK;CLEC7A;IL1B;LGALS9"
"43","Regulation Of Neutrophil Migration (GO:1902622)","5/8",0.000512869375704292,0.0122716334844039,0,0,14.4221793014647,109.255066040575,"MPP1;FUT7;NCKAP1L;OLFM4;FUT4"
"44","Lymphocyte Differentiation (GO:0030098)","32/91",2.09050924485523e-10,4.00758737371883e-07,0,0,4.74045573650867,105.657378595081,"TOP2B;FLT3;CHD7;PIK3R3;IKZF1;HDAC9;CD79B;LYL1;CD79A;HHEX;NFIL3;BLNK;PLCG2;RAG2;SOX4;RAG1;IL10;JAG2;CR2;ITGA4;NFAM1;RHOH;PAX5;PBX1;ZAP70;KLF6;PTPRC;MSH2;LCK;KIT;TCF3;MS4A1"
"45","B Cell Activation (GO:0042113)","32/92",2.88869825111881e-10,4.00758737371883e-07,0,0,4.66118721461187,102.383186742592,"CD86;TOP2B;FLT3;PIK3R3;HDAC9;CD79B;LYL1;CD79A;HHEX;BLNK;PLCG2;RAG2;RAG1;IL10;CR2;MEF2C;ITGA4;NFAM1;PAX5;LAX1;LAT2;ZAP70;KLF6;PTPRC;MSH2;BANK1;KIT;BTK;BCL2;TCF3;MS4A1;CD22"
"46","Positive Regulation Of Mitotic Sister Chromatid Separation (GO:1901970)","8/15",4.37303933620751e-05,0.00200327685083813,0,0,9.90163028460901,99.3872891818982,"CDC20;ESPL1;UBE2C;INCENP;CDCA8;BIRC5;AURKB;DLGAP5"
"47","Regulation Of Interleukin-2 Production (GO:0032663)","19/47",7.44483356563591e-08,2.81685430001606e-05,0,0,5.9036044169734,96.8968064302446,"CD86;CR1;HOMER2;LAPTM5;HDAC9;LILRB4;RUNX1;PNP;PTPRC;CLEC7A;IRF4;IL1B;PDE4B;PLCG2;CD28;CD34;SPTBN1;CARD11;CCR2"
"48","Mitotic Spindle Assembly Checkpoint Signaling (GO:0007094)","12/26",3.63335134217248e-06,0.000360047816336235,0,0,7.43770764119601,93.1599293422731,"CDC20;CENPF;NUF2;BUB1B;TTK;KNTC1;TRIP13;BUB1;ZWINT;SPC24;MAD2L1;SPC25"
"49","Mitotic Spindle Checkpoint Signaling (GO:0071174)","12/26",3.63335134217248e-06,0.000360047816336235,0,0,7.43770764119601,93.1599293422731,"CDC20;CENPF;NUF2;BUB1B;TTK;KNTC1;TRIP13;BUB1;ZWINT;SPC24;MAD2L1;SPC25"
"50","Spindle Assembly Checkpoint Signaling (GO:0071173)","12/26",3.63335134217248e-06,0.000360047816336235,0,0,7.43770764119601,93.1599293422731,"CDC20;CENPF;NUF2;BUB1B;TTK;KNTC1;TRIP13;BUB1;ZWINT;SPC24;MAD2L1;SPC25"
"51","Positive Regulation Of Chromosome Segregation (GO:0051984)","9/18",2.79047561973657e-05,0.00146898744222628,0,0,8.66715045960329,90.8899229567735,"CCNB1;RCC2;NCAPG2;CDK1;NCAPG;CDC6;SMC4;NCAPH;SMC2"
"52","T Cell Differentiation (GO:0030217)","18/46",2.9468414476867e-07,6.13237705263603e-05,0,0,5.59017076218242,84.0614199947079,"JAG2;SPI1;FCER1G;USP44;CHD7;PIK3R3;LIG4;RHOH;GLI3;ZAP70;PTPRC;CD8A;LCK;KIT;CD28;RAG2;SOX4;RAG1"
"53","Immunoglobulin Mediated Immune Response (GO:0016064)","13/30",3.41707216275729e-06,0.000360047816336235,0,0,6.63770636708392,83.5469944061527,"HLA-DRB5;FCER1G;CSF2RB;CD19;FCER1A;HLA-DRA;TLR8;HLA-DOA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1;GAPT"
"54","Neutrophil Activation Involved In Immune Response (GO:0002283)","6/11",0.000361460963922078,0.00928884477604375,0,0,10.3878260869565,82.3272250595268,"VAMP8;FCER1G;TYROBP;SYK;DNASE1;LILRA2"
"55","DNA-templated DNA Replication (GO:0006261)","24/69",4.75922184469929e-08,1.98078813176384e-05,0,0,4.64691358024691,78.3497351586163,"GINS1;WDHD1;GINS2;BLM;MCM7;PRIM1;GINS3;GINS4;MCM10;RECQL4;POLA1;CDC45;ORC6;RAD51;ORC1;POLD1;POLE2;MCM3;MCM4;MCM5;TOPBP1;DNA2;POLE;MCM2"
"56","Regulation Of Nuclear Division (GO:0051783)","9/19",4.81324478447107e-05,0.00217747008619224,0,0,7.8,77.5441213319831,"L3MBTL1;CDCA2;RCC1;FBXO5;CDC25C;FBXO43;MKI67;PKMYT1;OBSL1"
"57","Regulation Of Interleukin-6 Production (GO:0032675)","35/114",2.04285069454715e-09,2.12558614767631e-06,0,0,3.87359757874956,77.5065025363151,"CD84;ARRB1;NLRC3;HMGB1;LILRA2;TNF;AIF1;C1QTNF4;CLEC7A;PLCG2;NCKAP1L;LGALS9;SLAMF1;IL10;SYK;NOS2;IRAK3;LILRB2;MMP8;LILRB4;TLR1;CD200R1;NLRP12;TYROBP;TNFSF4;IL1B;POU2AF1;TLR8;BPI;TLR7;PTPN6;LCP1;TLR6;CD200;TLR2"
"58","Excitatory Synapse Assembly (GO:1904861)","5/9",0.00105516838020356,0.0206178910723343,0,0,10.8160309029454,74.1336698544138,"LRRC4;PTEN;PLXNB2;SRGAP3;SHANK3"
"59","Kinetochore Assembly (GO:0051382)","5/9",0.00105516838020356,0.0206178910723343,0,0,10.8160309029454,74.1336698544138,"CENPE;CENPF;CENPW;KNTC1;DLGAP5"
"60","Mitral Valve Morphogenesis (GO:0003183)","5/9",0.00105516838020356,0.0206178910723343,0,0,10.8160309029454,74.1336698544138,"EFNA1;NOTCH1;DCHS1;SMAD6;SOX4"
"61","Microtubule Cytoskeleton Organization Involved In Mitosis (GO:1902850)","21/59",2.07509052459793e-07,4.79807042409809e-05,0,0,4.80991164041491,74.0153574085863,"GPSM2;STIL;CDCA8;TTK;KIF11;WDR62;AURKB;CENPE;CCNB1;ESPL1;CENPH;INCENP;KIF4A;NUF2;STMN1;NUSAP1;CDK1;RCC1;BIRC5;DLGAP5;SPC25"
"62","MHC Class II Protein Complex Assembly (GO:0002399)","7/14",0.000227959474053011,0.00658866202089328,0,0,8.65973900434993,72.6235388980828,"HLA-DRB5;HLA-DRA;HLA-DOA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1"
"63","Peptide Antigen Assembly With MHC Class II Protein Complex (GO:0002503)","7/14",0.000227959474053011,0.00658866202089328,0,0,8.65973900434993,72.6235388980828,"HLA-DRB5;HLA-DRA;HLA-DOA;HLA-DQA2;HLA-DQA1;HLA-DQB2;HLA-DRB1"
"64","DNA Recombination (GO:0006310)","16/42",2.04700749613698e-06,0.000266238912466316,0,0,5.34667662434653,70.0368206676458,"BARD1;BLM;RMI2;XRCC2;HMGB3;LIG4;BRCA1;HMGB1;RAD51;MSH2;EXO1;DMC1;THAP9;RBBP8;TOPBP1;RAG1"
"65","B Cell Differentiation (GO:0030183)","23/68",1.62420556216416e-07,4.22496471857953e-05,0,0,4.45112301780592,69.5847481596132,"IL10;TOP2B;CR2;ITGA4;FLT3;NFAM1;PIK3R3;PAX5;HDAC9;CD79B;LYL1;CD79A;HHEX;KLF6;PTPRC;MSH2;KIT;BLNK;PLCG2;TCF3;RAG2;MS4A1;RAG1"
"66","DNA Replication Checkpoint Signaling (GO:0000076)","8/17",0.000136488557221199,0.00447295570987899,0,0,7.70040833870621,68.5280111971625,"CDT1;CDC45;ORC1;TIMELESS;CDC6;CLSPN;DNA2;TOPBP1"
"67","Myeloid Cell Activation Involved In Immune Response (GO:0002275)","8/17",0.000136488557221199,0.00447295570987899,0,0,7.70040833870621,68.5280111971625,"FCER1G;TYROBP;SYK;DYSF;PLCG2;LILRA2;DOCK2;SLAMF1"
"68","Positive Regulation Of Nitric-Oxide Synthase Activity (GO:0051000)","8/17",0.000136488557221199,0.00447295570987899,0,0,7.70040833870621,68.5280111971625,"DHFR;SCARB1;FCER2;TERT;S100A1;NOS1AP;TERF2;TNF"
"69","Regulation Of DNA-templated DNA Replication (GO:0090329)","8/17",0.000136488557221199,0.00447295570987899,0,0,7.70040833870621,68.5280111971625,"CDT1;BLM;MCM7;GMNN;MCM3;MCM4;MCM5;MCM2"
"70","Myeloid Cell Differentiation (GO:0030099)","20/57",5.25800983853891e-07,9.94719861272678e-05,0,0,4.70265012093806,67.9925287090881,"CEBPA;ALAS2;DYRK3;SPI1;CEBPE;ZBTB16;PRKX;IKZF1;GATA1;RASGRP4;RUNX1;KLF1;MFHAS1;RACGAP1;TAL1;KAT6A;MYB;KIT;AHSP;EVI2B"
"71","Regulation Of Myeloid Cell Differentiation (GO:0045637)","11/26",2.5773220085902e-05,0.00143024189330032,0,0,6.35993543179984,67.2001881298576,"L3MBTL1;HOXA9;MEF2C;MEIS1;SPI1;RBM15;CDK6;FES;ZBTB16;PTK2B;HOXA5"
"72","Hydrogen Peroxide Catabolic Process (GO:0042744)","9/20",7.94569714598744e-05,0.00287565143666085,0,0,7.09051326032458,66.936536328123,"HBM;HBG2;HBG1;CAT;PXDN;HBB;HBA1;HBD;MPO"
"73","Amino-Acid Betaine Transport (GO:0015838)","4/7",0.00312910826582024,0.0447537752657863,0,0,11.532175032175,66.5061366050537,"SLC22A4;SLC25A29;SLC22A16;SLC6A20"
"74","Leukocyte Aggregation (GO:0070486)","4/7",0.00312910826582024,0.0447537752657863,0,0,11.532175032175,66.5061366050537,"SEMA4D;IL1B;S100A9;S100A8"
"75","Negative Regulation Of DNA-templated DNA Replication (GO:2000104)","4/7",0.00312910826582024,0.0447537752657863,0,0,11.532175032175,66.5061366050537,"CDT1;GMNN;TIMELESS;FBXO5"
"76","Negative Regulation Of Macrophage Migration (GO:1905522)","4/7",0.00312910826582024,0.0447537752657863,0,0,11.532175032175,66.5061366050537,"C5;CD200R1;DDT;CD200"
"77","Positive Regulation Of CD4-positive, Alpha-Beta T Cell Differentiation (GO:0043372)","4/7",0.00312910826582024,0.0447537752657863,0,0,11.532175032175,66.5061366050537,"TNFSF4;HLA-DRA;NCKAP1L;HLA-DRB1"
"78","Regulation Of T-helper 2 Cell Differentiation (GO:0045628)","4/7",0.00312910826582024,0.0447537752657863,0,0,11.532175032175,66.5061366050537,"CD86;TNFSF4;IL18;NLRP3"
"79","DNA Conformation Change (GO:0071103)","6/12",0.000659432562766687,0.014294574615807,0,0,8.656038647343,63.3979596622768,"TOP2A;TOP2B;HHEX;HMGB2;HMGB3;HMGB1"
"80","DNA Strand Elongation Involved In DNA Replication (GO:0006271)","6/12",0.000659432562766687,0.014294574615807,0,0,8.656038647343,63.3979596622768,"POLA1;PCNA;MCM7;MCM3;MCM4;POLE"
"81","Granulocyte Differentiation (GO:0030851)","6/12",0.000659432562766687,0.014294574615807,0,0,8.656038647343,63.3979596622768,"CEBPA;CLPB;CEBPE;TAL1;LEF1;GATA1"
"82","Histone Monoubiquitination (GO:0010390)","6/12",0.000659432562766687,0.014294574615807,0,0,8.656038647343,63.3979596622768,"BARD1;DEPDC1B;RAD51;BRCA1;BRCA2;RAG1"
"83","Positive Regulation Of DNA-directed DNA Polymerase Activity (GO:1900264)","6/12",0.000659432562766687,0.014294574615807,0,0,8.656038647343,63.3979596622768,"GINS1;GINS2;PCNA;DSCC1;GINS3;GINS4"
"84","Regulation Of DNA-directed DNA Polymerase Activity (GO:1900262)","6/12",0.000659432562766687,0.014294574615807,0,0,8.656038647343,63.3979596622768,"GINS1;GINS2;PCNA;DSCC1;GINS3;GINS4"
"85","Regulation Of DNA-templated DNA Replication Initiation (GO:0030174)","6/12",0.000659432562766687,0.014294574615807,0,0,8.656038647343,63.3979596622768,"MCM7;GMNN;MCM3;MCM4;MCM5;MCM2"
"86","Positive Regulation Of Cell Cycle Process (GO:0090068)","34/118",2.07733835586615e-08,9.60653581901656e-06,0,0,3.53621566158295,62.5542168966861,"GPSM2;FEN1;NCAPG2;KIF14;LRP5;CDCA8;NCAPG;DBF4B;SMC4;NCAPH;AURKB;SMC2;RACGAP1;CSPP1;NUSAP1;ECT2;E2F7;E2F8;PLK4;STIL;NPM2;PRKCE;INSR;CDC7;KIF23;CDC6;INO80;CIT;INCENP;IL1B;CENPJ;CD28;BIRC5;MAD2L1"
"87","Positive Regulation Of Cytokine Production (GO:0001819)","73/320",6.34745859365704e-11,2.64181226668006e-07,0,0,2.6082758453413,61.243311936134,"CD86;FCN1;FLT4;BRCA1;HMGB1;TNF;PIK3CG;C1QTNF4;TRIM6;PNP;MDK;PDE4B;FFAR2;LGALS9;AMH;CCR2;IL10;FCER1G;SYK;SLC11A1;NFAM1;IL18;MMP8;RUNX1;TLR1;FGR;TYROBP;TMIGD2;IRF4;IL1B;TLR8;KLRF2;CHI3L1;TLR7;TLR6;LCP1;LTB;PLCB1;CARD11;TLR2;PTGER4;CSF1R;HMHB1;LILRA2;LY9;AIF1;C5;CLEC7A;PLCG2;NLRP3;SLAMF6;ELANE;SPTBN1;SLAMF1;IL12RB2;AFAP1L2;NOS2;EIF2AK3;LAPTM5;OSM;LILRB1;LILRB2;SORL1;CCDC88B;CD2;PTPRC;CD6;TNFSF4;POU2AF1;CD28;CD200;HSPA1B;CD244"
"88","CD4-positive, Alpha-Beta T Cell Activation (GO:0035710)","3/5",0.00950444484901758,0.0911463121235281,0,0,12.9681620839363,60.3797070417491,"TNFSF4;NKG7;HMGB1"
"89","Ammonium Homeostasis (GO:0097272)","3/5",0.00950444484901758,0.0911463121235281,0,0,12.9681620839363,60.3797070417491,"RHAG;RHCE;RHD"
"90","Bundle Of His cell-Purkinje Myocyte Adhesion Involved In Cell Communication (GO:0086073)","3/5",0.00950444484901758,0.0911463121235281,0,0,12.9681620839363,60.3797070417491,"JUP;DSG2;DSC2"
"91","Cell Junction Disassembly (GO:0150146)","3/5",0.00950444484901758,0.0911463121235281,0,0,12.9681620839363,60.3797070417491,"C1QB;CX3CR1;C1QC"
"92","Double-Strand Break Repair Via Synthesis-Dependent Strand Annealing (GO:0045003)","3/5",0.00950444484901758,0.0911463121235281,0,0,12.9681620839363,60.3797070417491,"RAD51;FANCM;DMC1"
"93","Maintenance Of DNA Repeat Elements (GO:0043570)","3/5",0.00950444484901758,0.0911463121235281,0,0,12.9681620839363,60.3797070417491,"MSH6;RMI2;MSH2"
"94","Negative Regulation Of Meiotic Cell Cycle (GO:0051447)","3/5",0.00950444484901758,0.0911463121235281,0,0,12.9681620839363,60.3797070417491,"NPPC;FBXO5;FBXO43"
"95","Positive Regulation Of CD4-positive, CD25-positive, Alpha-Beta Regulatory T Cell Differentiation (GO:0032831)","3/5",0.00950444484901758,0.0911463121235281,0,0,12.9681620839363,60.3797070417491,"HLA-DRA;LGALS9;HLA-DRB1"
"96","Positive Regulation Of I-kappaB Phosphorylation (GO:1903721)","3/5",0.00950444484901758,0.0911463121235281,0,0,12.9681620839363,60.3797070417491,"CX3CR1;PLCG2;TNF"
"97","Positive Regulation Of T-helper 2 Cell Differentiation (GO:0045630)","3/5",0.00950444484901758,0.0911463121235281,0,0,12.9681620839363,60.3797070417491,"TNFSF4;IL18;NLRP3"
"98","Positive Regulation Of Cholesterol Storage (GO:0010886)","3/5",0.00950444484901758,0.0911463121235281,0,0,12.9681620839363,60.3797070417491,"MSR1;SCARB1;LCP1"
"99","Positive Regulation Of Granulocyte Differentiation (GO:0030854)","3/5",0.00950444484901758,0.0911463121235281,0,0,12.9681620839363,60.3797070417491,"TESC;LEF1;RUNX1"
"100","Positive Regulation Of Killing Of Cells Of Another Organism (GO:0051712)","3/5",0.00950444484901758,0.0911463121235281,0,0,12.9681620839363,60.3797070417491,"FCER2;NOS2;SYK"
"101","Positive Regulation Of Mitotic Cytokinesis (GO:1903490)","3/5",0.00950444484901758,0.0911463121235281,0,0,12.9681620839363,60.3797070417491,"INCENP;BIRC5;CDCA8"
"102","Positive Regulation Of Nuclear Cell Cycle DNA Replication (GO:0010571)","3/5",0.00950444484901758,0.0911463121235281,0,0,12.9681620839363,60.3797070417491,"CDC7;DBF4B;INO80"
"103","Postsynaptic Density Assembly (GO:0097107)","3/5",0.00950444484901758,0.0911463121235281,0,0,12.9681620839363,60.3797070417491,"PTEN;NRXN2;SHANK3"
"104","Regulation Of Calcidiol 1-Monooxygenase Activity (GO:0060558)","3/5",0.00950444484901758,0.0911463121235281,0,0,12.9681620839363,60.3797070417491,"GFI1;IL1B;TNF"
"105","Regulation Of Neutrophil Extravasation (GO:2000389)","3/5",0.00950444484901758,0.0911463121235281,0,0,12.9681620839363,60.3797070417491,"MDK;OLFM4;XG"
"106","Antigen Receptor-Mediated Signaling Pathway (GO:0050851)","37/134",1.77135853695558e-08,9.60653581901656e-06,0,0,3.33496306558198,59.5255355058327,"BLK;CD3G;CD3E;CD3D;PRAM1;CD79B;CD79A;FCHO1;CD19;INPP5D;PLCG2;BLNK;PDE4B;CD38;NCKAP1L;ICOSLG;BTNL9;VAV3;MEF2C;SYK;NFAM1;LAX1;LAT2;ZAP70;PTPRC;TEC;CD8A;LCK;BTK;BCL2;CD28;LCP2;MNDA;CD247;MS4A1;HLA-DRB1;TNFRSF21"
"107","Dendritic Cell Chemotaxis (GO:0002407)","7/15",0.000389160916400753,0.00981628929733293,0,0,7.57684871918801,59.4897613215993,"CCR1;CXCR4;HMGB1;CCR5;PIK3CG;CCR2;TRPM4"
"108","Mitotic Chromosome Condensation (GO:0007076)","7/15",0.000389160916400753,0.00981628929733293,0,0,7.57684871918801,59.4897613215993,"CDCA5;NUSAP1;NCAPG;SMC4;NCAPH;SMC2;TTN"
"109","Positive Regulation Of Cell Cycle G2/M Phase Transition (GO:1902751)","10/24",7.07447112096884e-05,0.002652608000493,0,0,6.19208961416125,59.1742881497095,"DYRK3;CCNB1;RCC2;CDK1;CDC7;DBF4B;FBXO5;CDC25C;CDC25A;STOX1"
"110","Regulation Of Cytokine Production Involved In Immune Response (GO:0002718)","10/24",7.07447112096884e-05,0.002652608000493,0,0,6.19208961416125,59.1742881497095,"IL10;TRIM6;LAPTM5;BTK;LILRB1;FFAR2;CLC;TNF;CCR2;TRPM4"
"111","Negative Regulation Of Interleukin-6 Production (GO:0032715)","13/34",1.77736583691391e-05,0.00112081766867207,0,0,5.37218105856012,58.7598047190072,"IL10;CD84;NLRC3;IRAK3;TNF;LILRB4;CD200R1;NLRP12;NCKAP1L;BPI;PTPN6;CD200;SLAMF1"
