"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"27","Cancer Immunotherapy By PD 1 Blockade WP4585","8/23",0.0015578043588182,0.028587719297107,0,0,4.6186976144423,29.8574687081003,"ZAP70;CD8A;LCK;CD3G;PDCD1;CD3E;CD3D;HLA-DRB1"
"28","DNA Mismatch Repair WP531","8/23",0.0015578043588182,0.028587719297107,0,0,4.6186976144423,29.8574687081003,"MSH6;PCNA;LIG1;MSH2;EXO1;POLD1;POLE2;POLE"
"29","Integrated Cancer Pathway WP1971","13/44",0.000368913484895728,0.0102373492058564,0,0,3.63718668397104,28.7517730568327,"BARD1;BLM;POU2F1;PTEN;BRCA1;CDC25A;MSH6;MSH2;CHEK1;E2F1;CDK1;BCL2;MDM2"
"30","Development Of Pulmonary Dendritic Cells And Macrophage Subsets WP3892","5/13",0.00755490730444926,0.0895827693900531,0,0,5.40680830516659,26.4152753143751,"SPI1;IRF4;IRF8;TCF4;IKZF1"
"31","Leukotriene Metabolic Pathway WP5171","5/13",0.00755490730444926,0.0895827693900531,0,0,5.40680830516659,26.4152753143751,"GGT5;CYP4F3;ALOX5AP;DPEP2;DPEP1"
"32","T Cell Activation SARS CoV 2 WP5098","21/88",0.000206868511217798,0.00626247402141151,0,0,2.72358644732542,23.1053472889803,"CD86;PTEN;ITPR1;CD3G;FOS;CD3E;CD3D;TNF;ZAP70;PTPRC;LCK;GRAP2;LTA;CD28;HLA-DRA;LCP2;CD247;ICOS;CARD11;HLA-DRB1;IL12RB2"
"33","Network Map Of SARS CoV 2 Signaling Pathway WP5115","43/218",2.64586137800484e-05,0.00110133979859451,0,0,2.1451956995292,22.6102099134692,"ITIH3;HP;HBB;CD3G;HBD;CFP;CD3E;TNF;CXCL2;IFI44L;TRPM2;CCNB2;CCNB1;MAPK8;NLRP3;CCR5;GTSE1;IL10;NTRK1;SMAD1;HLA-DRB5;CD163;GSN;RRM2;IL1R2;IL18;FOS;CD2;ZAP70;TF;IFI27;IGLL1;CD8A;LCK;IL1B;CAMK4;CDK1;HLA-DRA;BIRC5;PTPN6;CD247;HLA-DRB1;CARD11"
"34","Cancer Immunotherapy By CTLA4 Blockade WP4582","5/14",0.0107607631437527,0.108585882632413,0,0,4.80578357208005,21.7790845267958,"CD86;CD28;PIK3R3;PTPN6;HLA-DRB1"
"35","Cell Interactions Of The Pancreatic Cancer Microenvironment WP5284","8/26",0.00374159208577077,0.0516499057369402,0,0,3.84826993337632,21.505071622458,"CD86;CSF1R;CXCR3;CXCR4;HLA-DRA;CCR5;HLA-DRB1;CCR2"
"36","Transcription Factor Regulation In Adipogenesis WP3599","7/22",0.00537619835757227,0.0702068256106497,0,0,4.03940712099243,21.1090278178991,"CEBPA;MAPK8;INSR;NRIP1;IRS2;TNF;FOXO1"
"37","MYD88 Distinct Input Output Pathway WP3877","6/18",0.00766699377662617,0.0895827693900531,0,0,4.32657004830918,21.0739901569297,"TLR1;TLR8;TLR7;TLR10;TLR6;TLR2"
"38","ATM Signaling Pathway WP2516","11/40",0.00196464607713958,0.0319135192042673,0,0,3.28705017951073,20.4863534187099,"CCNB1;RAD51;FANCD2;CHEK1;CDK1;MDM2;MDM4;BRCA1;CDC25C;CDC25A;TP73"
"39","Oxidative Damage Response WP3941","11/40",0.00196464607713958,0.0319135192042673,0,0,3.28705017951073,20.4863534187099,"CDKN1C;C1QB;C1QA;C5;CR2;PCNA;APAF1;BCL2;MAP3K9;TNF;C1QC"
"40","Gastric Cancer Network 2 WP2363","9/31",0.00332380250512158,0.0481228797480646,0,0,3.54307956194749,20.2191001670807,"TOP2A;PLAC8;FANCI;UBE2C;DSCC1;UBE2T;ATAD2;CD48;COL9A3"
"41","Base Excision Repair WP4752","9/31",0.00332380250512158,0.0481228797480646,0,0,3.54307956194749,20.2191001670807,"FEN1;NEIL3;PCNA;PARP1;LIG1;POLD1;POLE2;HMGB1;POLE"
"42","Small Ligand GPCRs WP247","6/19",0.0102374308229494,0.106488205725572,0,0,3.99353400222965,18.2971930565431,"PTGER4;CNR2;CNR1;PTAFR;S1PR4;PTGDR"
"43","T Cell Antigen Receptor TCR Pathway During Staphylococcus Aureus Infection WP3863","15/62",0.00137846693772406,0.028587719297107,0,0,2.76828021926972,18.2340619513054,"IL10;FOS;TNF;CD3D;ZAP70;PTPRC;CD8A;LCK;GRAP2;CD28;LCP2;PTPN6;PDCD1;ICOS;CARD11"
"44","GPR40 Pathway WP3958","5/15",0.0147838873023522,0.126028317072136,0,0,4.32496378561082,18.2263375837208,"PLCG2;PLCH1;FFAR1;PLCB1;PLCB2"
"45","Neovascularisation Processes WP4331","10/37",0.00357509342442436,0.0506598344822686,0,0,3.20838263239038,18.0752704778474,"NOTCH3;SMAD1;MAPK8;NOTCH1;ANGPT1;FLT4;KIT;REL;CXCR4;MMP9"
"46","T Cell Receptor And Co Stimulatory Signaling WP2583","8/28",0.00617050982243552,0.0790299911873472,0,0,3.46305609284333,17.6199387210749,"ZAP70;LCK;CD8A;PTEN;DYRK1A;CD28;PTPN6;PDCD1"
"47","DNA Repair Pathways Full Network WP4946","25/120",0.000519320733573419,0.0133026003292268,0,0,2.28758756960661,17.3009993553255,"FEN1;DCLRE1C;PCNA;HMGB1;BRCA1;BRCA2;BRIP1;EXO1;POLD1;CHEK1;POLE;FANCI;LIG1;FANCM;PARP1;FANCA;LIG4;FANCB;TERF2;MSH6;NEIL3;RAD51;MSH2;FANCD2;POLE2"
"48","Purinergic Signaling WP4900","9/33",0.00525883907002323,0.0700477364127094,0,0,3.24746008708273,17.0421671343016,"GNAZ;P2RY13;P2RY10;P2RX5;LPAR6;P2RY14;P2RX1;P2RY1;GNAI1"
"49","miRNA Regulation Of DNA Damage Response WP1530","16/69",0.00156880275954502,0.028587719297107,0,0,2.61894119802162,16.9116622601363,"APAF1;BRCA1;CDC25C;CDC25A;CCNB2;CCNB1;CCND2;RAD51;CDK6;CCNE2;FANCD2;CHEK1;E2F1;MDM2;CDK1;PMAIP1"
"50","DNA Damage Response WP707","16/69",0.00156880275954502,0.028587719297107,0,0,2.61894119802162,16.9116622601363,"APAF1;BRCA1;CDC25C;CDC25A;CCNB2;CCNB1;CCND2;CDK6;RAD51;CCNE2;FANCD2;CHEK1;E2F1;MDM2;CDK1;PMAIP1"
"51","Effects Of Nitric Oxide WP1995","3/8",0.0419313456826725,0.240743760557413,0,0,5.18639652677279,16.4498060185535,"NOS2;AOX1;HBA1"
"52","Glioblastoma Signaling Pathways WP2261","18/82",0.00161289453131371,0.028587719297107,0,0,2.44077988338192,15.693543115055,"PRKCG;PDGFRA;PTEN;GAB1;BRCA1;BRCA2;PIK3CG;FOXO1;PIK3C2B;MSH6;CCND2;CDK6;PLCG2;E2F1;MDM2;SPRY2;MDM4;MAP2K6"
"53","Bone Morphogenic Protein Signaling And Regulation WP1425","4/12",0.0289641921581458,0.190991603735892,0,0,4.32335907335907,15.3120190624302,"SMAD1;BMP2;SMAD6;BMPR1B"
"54","Spinal Cord Injury WP2431","24/119",0.00107614442653127,0.0247142133817182,0,0,2.19501385041551,15.0015381277365,"RTN4R;C1QB;NGFR;SEMA6A;NOS2;ARG1;TNFSF13;FOS;TNF;CXCL2;MMP9;AIF1;AQP1;RGMA;EFNB2;NR4A1;C5;FCGR2A;IL1B;CDK1;SLIT1;E2F1;LTB;CCR2"
"55","Primary Ovarian Insufficiency WP5316","32/170",0.000634589192514474,0.0156532000820237,0,0,2.01775433222723,14.8557822704562,"BLM;SYCP2L;MCM8;PTEN;WDR62;BRCA1;BRCA2;ANTXR1;TNF;FOXO1;AFF2;RECQL4;SELENBP1;EXO1;SALL4;AMH;TP63;FANCM;PARP1;XRCC2;CBX2;FANCA;MND1;ACVR2B;RAD51;IFI27;WT1;MSH5;DMC1;KIT;BMPR1B;HLA-DRB1"
"56","IL 24 Signaling Pathway WP5413","41/232",0.000477415507203219,0.0127183491118938,0,0,1.87054555745655,14.3042926320481,"TOP2A;CD86;PPP1R15A;ABCB1;PCNA;ITGAM;ITGA2B;PTEN;CXCR4;MKI67;BRCA2;CENPA;TNF;CD1A;HOXA9;CCNB1;MAPK8;CHEK1;PMAIP1;CD36;PROM1;CD34;PDGFRA;MME;PARP1;NOS2;KRT1;EIF2AK3;GZMB;CDC25C;MMP9;CDC25A;MEIS1;PTPRC;BCL2;CDK1;SDC1;BIRC5;CD200;HLA-DRB1;ABCG2"
"57","PI3K Akt Signaling Pathway WP4172","56/338",0.000287620380883549,0.00832848581167147,0,0,1.73434449827962,14.1416179599414,"CSF3R;FLT1;FLT3;FLT4;ITGA2B;PTEN;BRCA1;PIK3CG;GHR;TCL1B;TCL1A;CCND2;CREB3L3;FGF9;CREB3L4;MYB;TNR;PDGFRA;SYK;VWF;ITGA4;HGF;CCNE2;KIT;ITGA6;TLR2;ITGA9;CREB5;CSF1R;PHLPP1;PKN3;LAMA3;PIK3R3;PDGFA;IL2RG;PIK3R5;CD19;GNG7;NTRK1;NGFR;ANGPT2;ANGPT1;INSR;LAMB4;OSM;GNG11;EFNA1;CDK6;LPAR5;PPP2R2C;LPAR6;GNB4;MDM2;BCL2;COL9A3;PIK3AP1"
"58","Creatine Pathway WP5190","2/5",0.0870475868845648,0.362335580407001,0,0,5.76052716168435,14.0631768848705,"GATM;SLC6A8"
"59","Androgen Receptor Network In Prostate Cancer WP2263","22/109",0.00168310190898612,0.0287422018303784,0,0,2.19596190220372,14.025865187644,"BARD1;MAP4K1;BLM;HGF;PTEN;GAB1;BRCA1;FOS;CDC25A;SMARCA4;MSH6;MAPK8;MSH2;CHEK1;CDK1;BCL2;MDM2;E2F1;PTK2B;SPRY2;SPRY1;ERG"
"60","Wnt Beta Catenin Signaling Pathway In Leukemia WP3658","7/26",0.0143507946204369,0.12514101680989,0,0,3.18829335300552,13.5309574609105,"JUP;FLT3;SALL4;ZBTB16;LEF1;LRP5;TCF3"
"61","Cytokines And Inflammatory Response WP530","7/26",0.0143507946204369,0.12514101680989,0,0,3.18829335300552,13.5309574609105,"IL10;IL1B;PDGFA;HLA-DRA;TNF;CXCL2;HLA-DRB1"
"62","Amplification And Expansion Of Oncogenic Pathways As Metastatic Traits WP3678","5/17",0.0255787325785258,0.17562305048761,0,0,3.60373410590697,13.2112677230766,"NOTCH1;LEF1;CXCR4;CYTIP;PIK3CG"
"63","Leptin Insulin Signaling Overlap WP3935","5/17",0.0255787325785258,0.17562305048761,0,0,3.60373410590697,13.2112677230766,"SOCS2;INSR;PIK3R3;IRS2;PIK3CG"
"64","Hair Follicle Development Cytodifferentiation Part 3 Of 3 WP2840","18/87",0.00321756140510769,0.0481228797480646,0,0,2.26327798200025,12.9892500365914,"SMAD1;NOTCH1;BCL11B;ZBTB16;LEF1;FOS;CUX1;GJB6;FOSB;TCF4;TCF3;PROM1;CD34;LGR5;TP63;DSC2;ELANE;CD200"
"65","Kit Receptor Signaling Pathway WP304","12/53",0.00709374022420418,0.0874894627651849,0,0,2.53587634713556,12.5488919860337,"MAPK8;TEC;INPP5D;RPS6KA1;KIT;GRB10;MATK;BTK;PTPN6;GAB2;SOCS6;VAV1"
"66","Genes Targeted By miRNAs In Adipocytes WP1992","4/13",0.0384794445014501,0.232975545799689,0,0,3.84277134277134,12.5183313953669,"KCNQ1;ERG;PTBP2;KCNJ2"
"67","Familial Hyperlipidemia Type 3 WP5110","4/13",0.0384794445014501,0.232975545799689,0,0,3.84277134277134,12.5183313953669,"SCARB1;LIPC;LPL;VLDLR"
"68","Ganglio Series Sphingolipid Metabolism WP5299","4/13",0.0384794445014501,0.232975545799689,0,0,3.84277134277134,12.5183313953669,"NEU3;NEU4;ST8SIA5;ST8SIA6"
"69","Chemokine Signaling Pathway WP3929","30/165",0.00163113113106617,0.028587719297107,0,0,1.93211686760074,12.4012564852873,"CX3CR1;WAS;PIK3R3;CXCR4;ARRB1;PRKX;RASGRP2;PIK3CG;GNAI1;ADCY6;PIK3R5;PREX1;GNG7;CXCR3;CCR9;PTK2B;CCR2;CCR1;VAV3;PPBP;GNG11;VAV1;TIAM2;FGR;PARD3;ELMO1;GNB4;DOCK2;PLCB1;PLCB2"
"70","miRNA Role In Immune Response In Sepsis WP4329","9/37",0.011623474734937,0.108598773642617,0,0,2.78291519800954,12.397131761742,"IL10;MAPK8;REL;LCN2;GZMB;TLR8;TLR7;TNF;ELANE"
"71","Macrophage Markers WP4146","3/9",0.0581482796513238,0.302552767560794,0,0,4.32175590931018,12.2943539545362,"CD86;CD163;LYZ"
"72","Hair Follicle Development Organogenesis Part 2 Of 3 WP2839","8/32",0.014378493850505,0.12514101680989,0,0,2.88523533204384,12.2392308055058,"PDGFRA;CCND2;SMO;GJB6;LEF1;LRP5;PDGFA;TP63"
"73","Neural Crest Cell Migration In Cancer WP4565","10/43",0.0110936246220956,0.108598773642617,0,0,2.62416028630937,11.8123549475021,"EPHB6;NGFR;SORT1;PIK3R3;FOS;MMP8;MMP9;PIK3CG;PIK3R5;EPHB3"
"74","Focal Adhesion PI3K Akt mTOR Signaling Pathway WP3932","49/302",0.001064407860801,0.0247142133817182,0,0,1.68842952161628,11.5578684577296,"CSF3R;FLT1;FLT4;ITGA2B;PTEN;IRS2;ITGAL;PIK3CG;PIK3C2B;GHR;TCL1B;TCL1A;CREB3L3;FGF9;CREB3L4;ITGAX;TNR;PDGFRA;VWF;ITGA4;HGF;KIT;ITGA6;ITGA9;CREB5;PFKFB2;CSF1R;PHLPP1;PFKFB3;LAMA3;PDGFA;IL2RG;FOXO1;PIK3R5;GNG7;NGFR;ANGPT2;NOS2;ANGPT1;INSR;OSM;GNG11;EFNA1;LPAR5;COL5A1;PPP2R2C;LPAR6;GNB4;MDM2"
"75","CKAP4 Signaling Pathway Map WP5322","21/109",0.00380006813980491,0.0516499057369402,0,0,2.07120106171201,11.5422573016058,"NGFR;PLVAP;APAF1;FBXW7;LEF1;PTEN;BRCA1;TNF;MMP9;DUSP6;CCNB2;CCNB1;MYCN;PARD3;MDM2;CDK1;E2F1;ANGPTL2;BIRC5;PTK2B;ABCG2"
"76","IL 3 Signaling Pathway WP286","11/49",0.0103929930512946,0.106488205725572,0,0,2.50727666624188,11.4497884070885,"CD86;MAPK8;SYK;INPP5D;BCL2;CSF2RB;PTPN6;FOS;GAB2;CD69;VAV1"
"77","Phosphoinositides Metabolism WP4971","11/49",0.0103929930512946,0.106488205725572,0,0,2.50727666624188,11.4497884070885,"MTMR10;INPP5D;PTEN;MTMR8;PLCG2;PIP5K1B;PLCH1;PLCB1;PLCB2;PIK3CG;PIK3C2B"
"78","Prostaglandin Signaling WP5088","8/33",0.0172967880196087,0.142026155854477,0,0,2.76967117988395,11.2372053492478,"PTGER4;IL1B;CD28;NLRP3;TNF;MMP9;PIK3CG;CCR2"
"79","Roles Of Ceramides In Development Of Insulin Resistance WP5181","6/23",0.0265999205609706,0.178944920137439,0,0,3.05319693094629,11.0734782809377,"MAPK8;INSR;IRS2;CD36;CPT1B;TNF"
"80","Vitamin D Receptor Pathway WP2877","32/186",0.00291387933360257,0.0451312473530072,0,0,1.80649096500369,10.5467819724031,"PTGER4;CEBPA;ABCB1;ITGAM;SATB1;LRP5;ASAP2;TREM1;SLC8A1;FOXO1;THBD;DUSP10;CLMN;SALL4;NRIP1;CREG2;LGALS9;HLA-DQA2;HLA-DQA1;CAMP;LRRC25;CEACAM1;IRF4;TNFSF4;IRF8;CD9;IGSF9B;S100A9;ZNF257;S100A8;HLA-DRB1;CD200"
"81","H19 Action Rb E2F1 Signaling And CDK Beta Catenin Activity WP3969","4/14",0.0495669312608157,0.266222388868575,0,0,3.45830115830116,10.3902285078351,"CSRP2;E2F1;PMAIP1;SOX4"
"82","Omega 9 Fatty Acid Synthesis WP4724","4/14",0.0495669312608157,0.266222388868575,0,0,3.45830115830116,10.3902285078351,"FADS2;ELOVL2;SCD5;FADS1"
"83","Prostaglandin And Leukotriene Metabolism In Senescence WP5321","8/34",0.020617153240937,0.154281169196225,0,0,2.66299657789019,10.3367723813125,"PTGER4;GGT5;GNAQ;TBXAS1;ALOX5AP;DPEP2;PLCB1;GNAI1"
"84","Selective Expression Of Chemokine Receptors During T Cell Polarization WP4494","7/29",0.0258924446161265,0.175962939942248,0,0,2.75306472164858,10.0591590752874,"CCR1;CXCR3;CD28;CXCR4;CCR5;IL12RB2;CCR2"
"85","Neural Crest Cell Migration During Development WP4564","9/40",0.0192727022570916,0.147535858657736,0,0,2.51317945596704,9.92471047358394,"EPHB6;NGFR;PIK3R3;FOS;MMP8;MMP9;PIK3CG;PIK3R5;EPHB3"
"86","TP53 Network WP1742","5/19",0.0404073270336322,0.236063857933325,0,0,3.08857004897565,9.91043107108166,"BCL2;MDM2;PMAIP1;TP63;TP73"
"87","LTF Danger Signal Response Pathway WP4478","5/19",0.0404073270336322,0.236063857933325,0,0,3.08857004897565,9.91043107108166,"IL1B;TNF;TREM1;LTF;TLR2"
"88","LDL Influence On CD14 And TLR4 WP5272","6/24",0.0324422927033266,0.205776828003958,0,0,2.88341384863124,9.88518571710618,"IL10;CREB3L3;CREB3L4;IL1B;REL;CREB5"
"89","A Network Map Of Macrophage Stimulating Protein MSP Signaling WP5353","16/82",0.00944963301859719,0.106488205725572,0,0,2.10155928214181,9.79700571103117,"IL10;PDGFRA;SMAD1;FLT1;PCNA;PARP1;PTEN;GAB1;SMAD6;TNF;MMP9;ZEB2;MAPK8;CDH2;IL1B;RPS6KA1"
"90","Chronic Hyperglycemia Impairment Of Neuron Function WP5283","10/46",0.017741286215144,0.142026155854477,0,0,2.40507690652899,9.69693530296121,"PRKCG;MMP11;NOS2;MMP15;PRKCE;SCN9A;MMP17;TRPV1;MMP8;MMP9"
"91","Mammary Gland Development Pathway Involution Stage 4 Of 4 WP2815","3/10",0.0768365218247596,0.345764348211418,0,0,3.70415546826545,9.50514151099248,"E2F1;CHI3L1;MMP9"
"92","SARS CoV 2 And COVID 19 Pathway WP4846","3/10",0.0768365218247596,0.345764348211418,0,0,3.70415546826545,9.50514151099248,"SCARB1;SLC6A19;TLR7"
"93","Cell Migration And Invasion Through p75NTR WP4561","7/30",0.0308392455268896,0.201362132557926,0,0,2.63321915649232,9.16088306187895,"EFNB2;EFNA1;EFNB1;NGFR;PARD3;MMP8;MMP9"
"94","Pathways Affected In Adenoid Cystic Carcinoma WP3651","13/65",0.0149493048779261,0.126028317072136,0,0,2.16577799321377,9.1029608578934,"CEBPA;MYCBP;NOTCH1;FBXW7;MGA;PTEN;JMJD1C;BRCA1;MYCN;KAT6A;MYB;CHEK1;MAML3"
"95","Wnt Signaling Pathway WP363","10/47",0.0205014710478042,0.154281169196225,0,0,2.33994400983752,9.09596756229711,"PRKCG;FRAT1;MAPK8;CDK6;LEF1;LRP5;PIP5K1B;TCF4;TCF3;NLK"
"96","Somatroph Axis GH And Its Relationship To Dietary Restriction And Aging WP4186","2/6",0.121797583927504,0.418129849977927,0,0,4.32015429122469,9.09563020840901,"PTEN;FOXO1"
