"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"51","Negative Regulation Of Extracellular Matrix Organization (GO:1903054)","3/9",0.00336944197609508,0.0692418765115194,0,0,13.3633841886269,76.0778548843838,"CST3;DPP4;TGFB1"
"52","Negative Regulation Of Protein Autophosphorylation (GO:0031953)","3/9",0.00336944197609508,0.0692418765115194,0,0,13.3633841886269,76.0778548843838,"ERRFI1;CAV1;MVP"
"53","Cholesterol Transport (GO:0030301)","10/51",1.20954567147729e-05,0.00208184154984856,0,0,6.57067705130833,74.3976779324588,"STX12;LIMA1;APOM;ABCA5;AKR1C1;CAV1;LCAT;LDLRAP1;CLU;CES1"
"54","Positive Regulation Of Actin Filament Bundle Assembly (GO:0032233)","10/51",1.20954567147729e-05,0.00208184154984856,0,0,6.57067705130833,74.3976779324588,"SYNPO2;TPM1;PXN;LPAR1;SYNPO;RHOC;EPHA1;PFN1;PFN2;S100A10"
"55","Regulation Of Cellular Response To Growth Factor Stimulus (GO:0090287)","5/19",0.000466995143497522,0.0207034513617235,0,0,9.56785217564077,73.377692489499,"ITGA3;TMEM204;FST;SLIT2;FSTL3"
"56","Eye Morphogenesis (GO:0048592)","5/19",0.000466995143497522,0.0207034513617235,0,0,9.56785217564077,73.377692489499,"MFAP5;RARG;EFEMP1;COL5A2;FBN1"
"57","Regulation Of Extracellular Matrix Disassembly (GO:0010715)","4/14",0.00127511510403521,0.0383919673517399,0,0,10.7033333333333,71.3347071758814,"CST3;DPP4;TGFB1;LRP1"
"58","Actomyosin Structure Organization (GO:0031032)","13/77",3.57053976498261e-06,0.00104473993523391,0,0,5.48866033755274,68.8431347365081,"ITGB1;ITGB5;TPM1;TNFAIP1;CDC42BPB;FAM171A1;EPB41L4A;CSRP1;EPB41L1;ZYX;MYH11;FLNC;MYL9"
"59","Regulation Of Cholesterol Efflux (GO:0010874)","7/32",0.00012072007471008,0.0107038466242937,0,0,7.51782426778243,67.8260821225839,"LRP1;ABCA5;CAV1;GPS2;PLTP;TTC39B;CES1"
"60","Epithelial Cell Migration (GO:0010631)","9/46",3.36331269719309e-05,0.0044732058872668,0,0,6.54511434511434,67.4146715689761,"DPP4;STAT1;DAAM2;TNFSF12;GIPC1;PXN;CYP1B1;TNFRSF25;LOXL2"
"61","Response To Ketone (GO:1901654)","5/20",0.000604231891747853,0.0240136471786751,0,0,8.92953175707,66.1816934802305,"TGFBR3;TGFB1;CAV1;SLIT2;THBS1"
"62","Sulfur Compound Catabolic Process (GO:0044273)","5/20",0.000604231891747853,0.0240136471786751,0,0,8.92953175707,66.1816934802305,"NAGLU;GPC1;NUDT19;FITM2;SGSH"
"63","Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0007179)","12/72",9.6814173944578e-06,0.00200839374676851,0,0,5.39775280898876,62.318687609256,"ITGB1;TGFBR3;TGFB1;COL1A2;ITGB5;GDF15;BAMBI;APLP2;PXN;ID1;ZYX;LTBP2"
"64","Negative Regulation Of Protein Processing (GO:0010955)","4/15",0.00168932546052302,0.0457682064582439,0,0,9.72979797979798,62.1094450633921,"SERPINE2;PLAU;CTSZ;THBS1"
"65","Nucleotide-Sugar Biosynthetic Process (GO:0009226)","4/15",0.00168932546052302,0.0457682064582439,0,0,9.72979797979798,62.1094450633921,"PMM1;GFPT2;PGM3;UAP1"
"66","Regulation Of Coagulation (GO:0050818)","3/10",0.00468477083891637,0.0830590075649664,0,0,11.4537348920151,61.4314001490276,"PROCR;F2R;EPHB2"
"67","Regulation Of Dendritic Cell Differentiation (GO:2001198)","3/10",0.00468477083891637,0.0830590075649664,0,0,11.4537348920151,61.4314001490276,"LGALS3;LGALS1;HLA-G"
"68","Notch Signaling Involved In Heart Development (GO:0061314)","3/10",0.00468477083891637,0.0830590075649664,0,0,11.4537348920151,61.4314001490276,"NOTCH2;GALNT11;JAG1"
"69","UDP-N-acetylglucosamine Metabolic Process (GO:0006047)","3/10",0.00468477083891637,0.0830590075649664,0,0,11.4537348920151,61.4314001490276,"GFPT2;PGM3;UAP1"
"70","Signal Release (GO:0023061)","3/10",0.00468477083891637,0.0830590075649664,0,0,11.4537348920151,61.4314001490276,"PORCN;PCSK5;TGM2"
"71","Negative Regulation Of Homotypic Cell-Cell Adhesion (GO:0034111)","3/10",0.00468477083891637,0.0830590075649664,0,0,11.4537348920151,61.4314001490276,"C1QTNF1;SERPINE2;PRKG1"
"72","Peptide Cross-Linking (GO:0018149)","6/27",0.000340077055594537,0.0171563011149933,0,0,7.66215678471946,61.1925764350634,"DSP;ANXA1;FN1;KRT10;THBS1;TGM2"
"73","Regulation Of Actin Polymerization Or Depolymerization (GO:0008064)","6/27",0.000340077055594537,0.0171563011149933,0,0,7.66215678471946,61.1925764350634,"FCHSD1;CXCL12;DAAM2;COTL1;PFN1;PFN2"
"74","Negative Regulation Of Osteoclast Differentiation (GO:0045671)","5/21",0.000769604822436398,0.0281482963806113,0,0,8.37100139082058,60.0170111000639,"GPR137;GPR137B;TLR3;FSTL3;FBN1"
"75","Supramolecular Fiber Organization (GO:0097435)","34/316",1.56821247064814e-08,9.17717937823291e-06,0,0,3.3189228080995,59.6435132252859,"TNXB;COL11A1;COL12A1;LOXL4;PLOD3;CIB1;LTBP2;LOXL1;FBLN5;LOXL2;CST3;CNN2;EFEMP2;MYO6;SERPINH1;CYP1B1;MYH11;FYN;DSP;ACTN1;TPM1;KRT10;COL1A1;BACE1;MYO1D;MYO1E;COL1A2;MYO1C;LOX;COL5A3;COL5A2;CDC42EP2;VIM;MYL9"
"76","Apoptotic Cell Clearance (GO:0043277)","6/28",0.000419687925203341,0.0204494372058956,0,0,7.31349708787035,56.8697471980795,"ANXA1;LRP1;ITGAV;GAS6;THBS1;TGM2"
"77","Platelet Aggregation (GO:0070527)","7/35",0.000219465530876303,0.013662896666895,0,0,6.71129707112971,56.5380830858154,"CSRP1;STXBP1;ACTN1;FLNA;MYL9;MYL12A;VCL"
"78","Regulation Of Mononuclear Cell Migration (GO:0071675)","5/22",0.000966537558325556,0.031077899952314,0,0,7.87818047942404,54.688677620987,"LGALS3;CSF1;SLIT2;THBS1;CMKLR1"
"79","Positive Regulation Of Cholesterol Efflux (GO:0010875)","5/22",0.000966537558325556,0.031077899952314,0,0,7.87818047942404,54.688677620987,"LRP1;CAV1;GPS2;PLTP;CES1"
"80","Cell Surface Receptor Signaling Pathway Involved In Heart Development (GO:0061311)","4/16",0.00218843561301396,0.0538097697788139,0,0,8.91851851851852,54.6220760009661,"NOTCH2;GALNT11;JAG1;TGFB1"
"81","Regulation Of Collagen Fibril Organization (GO:1904026)","2/6",0.0178155298790205,0.160394585926197,0,0,13.3462603878116,53.7545292593099,"EFEMP2;TNXB"
"82","Regulation Of Entry Of Bacterium Into Host Cell (GO:2000535)","2/6",0.0178155298790205,0.160394585926197,0,0,13.3462603878116,53.7545292593099,"FUCA2;ITGAV"
"83","Regulation Of Metallopeptidase Activity (GO:1905048)","2/6",0.0178155298790205,0.160394585926197,0,0,13.3462603878116,53.7545292593099,"LRP1;TIMP1"
"84","Regulation Of Smooth Muscle Cell Differentiation (GO:0051150)","2/6",0.0178155298790205,0.160394585926197,0,0,13.3462603878116,53.7545292593099,"OLFM2;FGFR2"
"85","Definitive Hemopoiesis (GO:0060216)","2/6",0.0178155298790205,0.160394585926197,0,0,13.3462603878116,53.7545292593099,"MFAP5;TGFBR3"
"86","Gland Morphogenesis (GO:0022612)","2/6",0.0178155298790205,0.160394585926197,0,0,13.3462603878116,53.7545292593099,"TGFB1;FGFR2"
"87","Glomerular Epithelial Cell Development (GO:0072310)","2/6",0.0178155298790205,0.160394585926197,0,0,13.3462603878116,53.7545292593099,"MYO1E;JAG1"
"88","Hyaluronan Biosynthetic Process (GO:0030213)","2/6",0.0178155298790205,0.160394585926197,0,0,13.3462603878116,53.7545292593099,"HAS1;HAS3"
"89","Macrophage Derived Foam Cell Differentiation (GO:0010742)","2/6",0.0178155298790205,0.160394585926197,0,0,13.3462603878116,53.7545292593099,"TGFB1;STAT1"
"90","Maintenance Of Protein Location In Extracellular Region (GO:0071694)","2/6",0.0178155298790205,0.160394585926197,0,0,13.3462603878116,53.7545292593099,"NBL1;FBN1"
"91","Negative Regulation Of Dendritic Cell Apoptotic Process (GO:2000669)","2/6",0.0178155298790205,0.160394585926197,0,0,13.3462603878116,53.7545292593099,"CXCL12;GAS6"
"92","Nucleobase Catabolic Process (GO:0046113)","2/6",0.0178155298790205,0.160394585926197,0,0,13.3462603878116,53.7545292593099,"DPYSL4;DPYSL3"
"93","Podocyte Development (GO:0072015)","2/6",0.0178155298790205,0.160394585926197,0,0,13.3462603878116,53.7545292593099,"MYO1E;JAG1"
"94","Positive Regulation Of Pinocytosis (GO:0048549)","2/6",0.0178155298790205,0.160394585926197,0,0,13.3462603878116,53.7545292593099,"AXL;APLP2"
"95","Positive Regulation Of Steroid Metabolic Process (GO:0045940)","2/6",0.0178155298790205,0.160394585926197,0,0,13.3462603878116,53.7545292593099,"LDLRAP1;CES1"
"96","Receptor-Mediated Virion Attachment To Host Cell (GO:0046813)","2/6",0.0178155298790205,0.160394585926197,0,0,13.3462603878116,53.7545292593099,"DPP4;GAS6"
"97","Substrate Adhesion-Dependent Cell Spreading (GO:0034446)","7/36",0.000264013832408548,0.0151471465417139,0,0,6.4795363824364,53.3881987322435,"LAMA5;PXN;FN1;ITGAV;LAMB1;PARVA;EPHA1"
"98","Regulation Of Blood Coagulation (GO:0030193)","6/29",0.000513121408125713,0.0224088543309826,0,0,6.99515562552985,52.9882904171654,"SERPINE2;PLAU;CAV1;F2R;EPHB2;THBS1"
"99","Actin Crosslink Formation (GO:0051764)","3/11",0.00626963217852706,0.0976725348623379,0,0,10.0214979195562,50.8294141537896,"EPS8;DPYSL3;FLNA"
"100","Epithelial Cell-Cell Adhesion (GO:0090136)","3/11",0.00626963217852706,0.0976725348623379,0,0,10.0214979195562,50.8294141537896,"DSP;ITGB5;VCL"
"101","Negative Regulation Of Bone Remodeling (GO:0046851)","3/11",0.00626963217852706,0.0976725348623379,0,0,10.0214979195562,50.8294141537896,"TMEM119;GPR137;GPR137B"
"102","Regulation Of Actin Filament Depolymerization (GO:0030834)","3/11",0.00626963217852706,0.0976725348623379,0,0,10.0214979195562,50.8294141537896,"SEMA5A;LIMA1;PLEKHH2"
"103","Regulation Of Cell Communication By Electrical Coupling Involved In Cardiac Conduction (GO:1901844)","3/11",0.00626963217852706,0.0976725348623379,0,0,10.0214979195562,50.8294141537896,"CAMK2D;CAV1;IRX3"
"104","Cellular Lipid Catabolic Process (GO:0044242)","5/23",0.00119857087299651,0.0373087061105084,0,0,7.44011744707155,50.0468827833561,"NUDT19;CYP1B1;LPIN3;PLBD2;PPARD"
"105","Positive Regulation Of Cell-Substrate Adhesion (GO:0010811)","11/71",4.58599338010806e-05,0.00536744665207848,0,0,4.94100046750818,49.3601930858294,"CCDC80;CSF1;ENC1;FN1;CASS4;FLNA;CIB1;EPHA1;DOCK1;FBLN2;S100A10"
"106","Amyloid Precursor Protein Metabolic Process (GO:0042982)","4/17",0.00278059359816527,0.062584745140243,0,0,8.23205128205128,48.4463696730496,"ADAM19;BACE1;PSEN2;LDLRAP1"
"107","Response To Interferon-Alpha (GO:0035455)","4/17",0.00278059359816527,0.062584745140243,0,0,8.23205128205128,48.4463696730496,"IFITM1;IFITM2;AXL;GAS6"
"108","Membrane Lipid Metabolic Process (GO:0006643)","4/17",0.00278059359816527,0.062584745140243,0,0,8.23205128205128,48.4463696730496,"CERKL;TECR;CYP1B1;B4GALT4"
"109","Cholesterol Homeostasis (GO:0042632)","11/72",5.23839657395845e-05,0.00589521091361632,0,0,4.85974754558205,47.9020942320093,"LIMA1;APOM;ABCA5;AKR1C1;CAV1;LCAT;RORA;NR1D1;LDLRAP1;CES1;TTC39B"
"110","Sterol Homeostasis (GO:0055092)","11/73",5.96891982769257e-05,0.00642968291322745,0,0,4.78111568565353,46.5028499091353,"LIMA1;APOM;ABCA5;AKR1C1;CAV1;LCAT;RORA;NR1D1;LDLRAP1;CES1;TTC39B"
"111","Positive Regulation Of Cholesterol Transport (GO:0032376)","6/31",0.000747873617315203,0.0278117121095247,0,0,6.43487465181058,46.320007340967,"LRP1;ABCA5;CAV1;GPS2;PLTP;CES1"
"112","Regulation Of Ruffle Assembly (GO:1900027)","5/24",0.00146934425901527,0.0421108575270491,0,0,7.04816631286143,45.9747593436693,"EPS8;CAV1;EPS8L2;PFN1;PFN2"
"113","Positive Regulation Of Epithelial To Mesenchymal Transition (GO:0010718)","8/47",0.000255374365835747,0.0149973461200801,0,0,5.51124480733419,45.5933157516142,"COL1A1;WWTR1;TNXB;JAG1;TGFB1;BAMBI;LOXL2;BCL9L"
"114","Positive Regulation Of Cell Migration (GO:0030335)","28/272",7.17047525882658e-07,0.000299725865818951,0,0,3.13793103448276,44.395836482453,"SEMA5A;ITGB1;CD151;CSF1;TRADD;CIB1;THBS1;CXCL16;PLAU;EPHB2;S100A11;ACVR1;TGFB1;CAV1;F2R;SEMA4C;FN1;LAMB1;SEMA4F;RHOC;COL1A1;CXCL12;MYO1C;DAAM2;CASS4;EPHA1;PFN1;DOCK1"
"115","Positive Regulation Of Cell Motility (GO:2000147)","24/221",1.72033923566153e-06,0.000629214075443204,0,0,3.32049311094996,44.0728687239899,"ACVR1;SEMA5A;ITGB1;CD151;TGFB1;CSF1;CAV1;TRADD;F2R;SEMA4C;CIB1;LAMB1;SEMA4F;RHOC;THBS1;CXCL16;COL1A1;CXCL12;MYO1C;DAAM2;PLAU;CASS4;EPHB2;EPHA1"
"116","Negative Regulation Of Fat Cell Differentiation (GO:0045599)","6/32",0.000892602004130678,0.0300201547596134,0,0,6.18705806728091,43.4416224200553,"WWTR1;TGFB1;CCDC85B;GPS2;RORA;TRIB3"
"117","Vesicle Transport Along Actin Filament (GO:0030050)","4/18",0.00347373551217012,0.0700975869559295,0,0,7.64365079365079,43.2823617808779,"MYO1D;MYO1E;MYO1C;MYO6"
"118","Negative Regulation Of Viral Entry Into Host Cell (GO:0046597)","4/18",0.00347373551217012,0.0700975869559295,0,0,7.64365079365079,43.2823617808779,"IFITM1;IFITM2;MID2;LY6E"
"119","Regulation Of Vascular Associated Smooth Muscle Cell Migration (GO:1904752)","3/12",0.00813681762449524,0.117837694791483,0,0,8.90753582986593,42.8573271238525,"IGFBP5;TPM1;PRKG1"
"120","Semaphorin-Plexin Signaling Pathway Involved In Neuron Projection Guidance (GO:1902285)","3/12",0.00813681762449524,0.117837694791483,0,0,8.90753582986593,42.8573271238525,"PLXNA2;PLXNA1;PLXNA4"
"121","Negative Regulation Of Epidermal Growth Factor-Activated Receptor Activity (GO:0007175)","3/12",0.00813681762449524,0.117837694791483,0,0,8.90753582986593,42.8573271238525,"ZFYVE28;ERRFI1;CBLB"
"122","Polysaccharide Biosynthetic Process (GO:0000271)","3/12",0.00813681762449524,0.117837694791483,0,0,8.90753582986593,42.8573271238525,"EXT1;HAS1;HAS3"
"123","Positive Regulation Of Ruffle Assembly (GO:1900029)","3/12",0.00813681762449524,0.117837694791483,0,0,8.90753582986593,42.8573271238525,"EPS8;EPS8L2;PFN1"
"124","Regulation Of Cell Communication By Electrical Coupling (GO:0010649)","3/12",0.00813681762449524,0.117837694791483,0,0,8.90753582986593,42.8573271238525,"CAMK2D;CAV1;IRX3"
"125","Positive Regulation Of Supramolecular Fiber Organization (GO:1902905)","13/96",4.1745121607267e-05,0.00508942607595264,0,0,4.22803450087269,42.6351953243731,"SEMA5A;NCKAP1;TNXB;SYNPO2;CLU;FCHSD1;EFEMP2;CFL2;CDC42EP3;CDC42EP2;SYNPO;PFN1;PFN2"
"126","Response To Zinc Ion (GO:0010043)","5/25",0.00178257744315192,0.0469893837717345,0,0,6.69541029207232,42.3799047825432,"MT2A;MT1F;CRIP1;PAM;MT1E"
"127","Ventricular Cardiac Muscle Tissue Development (GO:0003229)","5/25",0.00178257744315192,0.0469893837717345,0,0,6.69541029207232,42.3799047825432,"TGFBR3;TGFB1;IRX3;TPM1;FGFR2"
"128","Negative Regulation Of Signaling Receptor Activity (GO:2000272)","5/25",0.00178257744315192,0.0469893837717345,0,0,6.69541029207232,42.3799047825432,"ZFYVE28;ERRFI1;CNRIP1;CBLB;EPHB2"
"129","Skin Development (GO:0043588)","10/68",0.000158224159363802,0.0121832602710128,0,0,4.6406838597508,40.6129345901878,"DSP;COL1A1;ERRFI1;ANXA1;JAG1;COL1A2;ITGA3;COL5A3;COL5A2;KRT10"
"130","ADP Transport (GO:0015866)","2/7",0.0243488114053928,0.186420182757943,0,0,10.6764542936288,39.665934296811,"SLC25A23;SLC25A4"
"131","Notch Receptor Processing (GO:0007220)","2/7",0.0243488114053928,0.186420182757943,0,0,10.6764542936288,39.665934296811,"GALNT11;PSEN2"
"132","TRIF-dependent Toll-Like Receptor Signaling Pathway (GO:0035666)","2/7",0.0243488114053928,0.186420182757943,0,0,10.6764542936288,39.665934296811,"CD40;TICAM1"
"133","Regulation Of Lipase Activity (GO:0060191)","2/7",0.0243488114053928,0.186420182757943,0,0,10.6764542936288,39.665934296811,"RHOC;PCSK5"
"134","Regulation Of Lymphocyte Apoptotic Process (GO:0070228)","2/7",0.0243488114053928,0.186420182757943,0,0,10.6764542936288,39.665934296811,"CD274;LGALS3"
